原词,大类,小类
生煎包,3,4
古街古桥,3,2
特色小店,2,1
假山群,3,1
灯火辉煌,5,2
散心,5,2
枕水而眠,5,2
春味,3,4
江南非遗,3,3
时令之美,3,1
手作非遗,3,3
吴人善手作,3,4
精雅,3,2
实用,5,1
摇快船,4,1
橹刀,2,3
三味套组,3,4
土布竹编,3,4
朱炳仁铜拓,3,4
铜片,2,3
敲敲打打,4,1
手工艺制品,3,4
纪念意义,5,3
店员小哥,2,1
耐心,5,3
非遗证书,3,3
茶厅,2,1
水乡春味,3,4
三月三,3,3
荠菜,3,4
灵丹,3,4
桂花香,3,1
春日菜单,3,4
荠菜银鱼大虾生煎,3,4
清甜微苦,3,4
鲜嫩,3,4
融合,5,2
点心铺,3,4
草木的香味,3,1
不时不食,3,4
舌尖文化,3,4
古桥春色,3,1
元明清,3,2
侠女初体验,4,1
市集游园活动,4,1
飞檐,3,2
斑驳光影,3,2
儿时,5,3
闲暇午后,5,2
柳树,3,1
枝丫,3,1
圆拱,3,2
方孔,3,2
故乡回忆,5,3
桥影,3,2
夜航船,4,1
琉璃灯,3,2
圆拱桥影,3,2
灯晕,3,2
红鲤,3,1
树影,3,1
鱼池岸,3,1
船与水的缝隙,3,1
富安桥茶香,2,1
双桥月影,3,1
人nice,5,3
巧遇剧组,4,1
线稿,3,2
上色,3,2
水彩,5,2
古镇风景,3,1
吃饭不贵,5,1
菩提,3,3
演出,4,1
只此周庄,5,3
神仙,3,3
联动,4,1
爆表,5,2
江南意境,5,3
气候宜人,5,2
春意盎然,3,1
古典园林,3,2
水景,3,1
精巧布局,3,2
杜鹃花展,3,1
建筑艺术,3,2
奇石,3,1
假山迷宫,3,2
探索,4,1
历史街区,3,2
茶文化,3,3
苏州地标,3,2
云岩寺斜塔,3,2
划灯船,4,1
青团制作,3,4
民俗活动,4,1
现代风情,3,3
环湖骑行,4,1
李公堤,3,2
餐饮,2,1
苏州中心,2,1
购物休闲,2,1
晨钟暮鼓,3,3
艺术品,3,3
提前预约,5,1
比周庄宁静,5,2
比乌镇悠闲,5,2
真正江南水乡,3,1
女神节,4,1
国潮主题市集,3,4
食青记,3,4
手作饰品,2,3
国潮文创,3,4
互动赢好礼,4,1
非遗美学工坊,2,1
香囊手作,3,3
书签DIY,4,1
草木扎染,3,3
汉服换装,4,1
古镇旅拍,4,1
纸箱王餐厅,2,1
宋韵舞春光,3,3
花神游园演绎,4,1
洛神赋,3,3
歌乐图,3,3
花神游,4,1
古镇水巷,3,1
香村春田花会,3,5
赏花踏青,4,1
花漾打卡,4,1
花田露营,4,1
田园烧烤,2,1
手作市集,4,1
植物敲染,3,3
香村祁庄,2,1
一小时,4,1
出行快乐,5,2
梦工场,3,3
外景基地,2,1
不怕人,5,2
暖烘烘,5,2
商户,2,1
软软糯糯,3,4
摇船,4,1
桥下穿过,4,1
早饭午饭解决,3,4
水路,3,1
庄园,2,1
课植园,3,2
马家庄园,3,2
放生桥,3,2
财神家,3,3
城隍庙,2,1
吸猫一条街,2,1
猫街,2,1
大清邮局,2,1
窑炉船,2,3
下午茶,2,1
橘红糕,3,4
熏青豆角,3,4
古镇游客中心,2,1
方便自驾,5,1
详细地图,2,3
古典园林风格,3,2
假山池塘,3,1
适合拍照打卡,4,1
和兴园,2,1
休闲的好去处,5,2
东井街,2,1
保留了许多明清时期的建筑,3,2
东井茶楼,2,1
阿婆茶楼,2,1
朱家角的特色,3,5
传统的阿婆茶和点心,3,4
悠闲生活,5,2
北大街,2,1
手工艺品店,2,1
江南第一茶楼,2,1
建筑风格独特,3,2
品茶听评弹,2,1
江南水乡的韵味,5,2
涵大隆酱园,2,1
传统的酱菜制作工艺,3,4
美味的酱菜,3,4
童天和药房,2,1
传统的中药制作工具和药材,3,4
中医药文化,3,3
观音桥,3,2
永丰桥,3,2
桥下流水潺潺,3,1
王昶纪念馆,2,1
生平事迹,3,3
文化成就,3,3
了解朱家角历史文化,3,3
清朝时期的邮政用品和设备,3,3
古镇特色的明信片,3,5
建筑宏伟,3,2
香火旺盛,3,3
宗教文化中心,3,3
圆津禅院,2,1
佛像,3,2
禅房,2,1
静心参禅,4,1
珠浦电灯厂旧址,2,1
工业遗迹,3,2
朱家角的工业发展历史,3,3
朱家角天主堂,2,1
中西文化元素,3,3
宗教文化地标,3,3
小威尼斯,3,5
本地味道,3,4
水上巴士,2,3
隐藏打卡,4,1
拍照机位,4,1
河鲜三件套,3,4
糖画非遗,3,3
古镇纪念章,3,4
人文艺术馆,2,1
和心园,2,1
鹤龙美术馆,2,1
江南园林景观,3,1
小巧精致,3,2
朱家角标志性建筑,3,2
五孔石拱桥,3,2
海派大师作品,3,3
古镇全景,3,2
阿婆肉粽,3,4
古镇扎肉,3,4
状元烧饼,3,4
甘蔗汁,3,4
腊八蒜,3,4
牛皮糖,3,4
地铁17号线,2,3
上海最大的古镇,3,5
上海威尼斯,3,5
繁华魔都,5,2
地铁直达,5,1
游人如潮,5,2
味道,5,2
徽派古宅建筑,3,2
人流少,5,1
古建筑之美,3,2
徽派建筑,3,2
600多年历史,3,2
晚清戏台,3,2
金光闪闪,3,2
壮观,5,2
值得推荐打卡,5,1
岁月万事长,5,3
活版印刷,3,3
明信片,2,3
美好纪念,5,3
地图,2,3
样貌,3,2
喜欢,5,3
淀山湖露营,4,1
过渡性建筑实践,3,2
地域文化,3,3
重构场所认同,5,3
现代语汇,5,2
传统屋顶,3,2
深灰色金属坡顶,3,2
双坡屋面形态,3,2
简洁,5,2
天际线轮廓,3,2
落地玻璃幕墙,2,1
胶合木悬挑结构,2,1
镜面不锈钢格栅,2,3
动态美感,3,2
空间营造策略,2,1
灰空间入口,2,2
覆土式灰空间,2,2
缓冲的过渡感,5,2
属感,5,3
体验性,5,2
自然采光系统,2,3
天窗,2,1
空间品质,5,2
AAA级旅游厕所标准,2,3
家庭卫生间,2,3
母婴室,2,3
钢木混合结构,2,1
胶合木结构,3,2
表皮构造,3,2
镜面格栅,2,3
玻璃幕墙,2,1
立面变化,3,2
游玩体验,5,2
朱家角影剧院,2,1
城隍庙码头,2,3
美周路,2,1
中国农业银行朱家角支行,2,1
地图导览,2,3
游玩线路,4,1
斑驳,3,2
街角盆栽,2,3
屋顶炊烟,3,1
阳台晾晒的衣物,2,3
街边美食,3,4
心园,2,1
泰安桥,3,2
朱家角城隍庙,3,2
朱家角大清邮局,2,1
银杏树阿婆肉粽,3,4
涵大隆酱园扎肉,3,4
螺丝酒酿绿豆糕,3,4
远离,5,2
店铺,2,1
产品相似度,5,1
江南风貌,3,2
古镇入口处,2,1
小型艺术馆,2,1
棵植园,3,1
秋意满园,3,1
马氏家族,3,3
庄园式私人花园,2,1
九曲桥,3,2
课读,3,3
根植,5,3
1912年建造,3,2
现代,3,2
碰撞,5,3
水乡梦境,5,3
历史故事,3,3
上海的后花园,3,5
石板,3,2
桥梁,3,2
明清时代,3,2
粽子,3,4
特色民宿,2,1
水边的客栈,2,1
旅行灵感,5,2
历史文化遗产,3,3
魔都,5,2
春不晚,5,2
袅袅,5,2
纵马年少,5,3
烟波画桥,3,2
江南仲春天,3,1
细雨,3,1
色如烟,3,2
傍晚景色,3,1
车位信息,2,3
交通出行,5,1
游玩路线,4,1
游船项目,4,1
历史感,3,2
艺术品商店,2,1
美食店,2,1
木质桥,3,2
邮递书信功能,2,1
规模不大,5,1
水边客栈,2,1
景色优美,5,2
漕港河,3,1
民俗博物馆,2,1
邮政博物馆,2,1
宗教场所,3,3
纺织陶艺木雕,3,3
佛教寺庙,3,3
邮政文物,3,3
包船,2,3
角裡朱阿婆小吃館,2,1
吴字坊臭豆腐,3,4
银杏树阿婆粽,3,4
古镇饭庄,2,1
城隍庙桥,3,2
快,5,2
安全,2,3
诗意栖息,5,2
清代舒宅,3,2
角里大院饭店,2,1
朱市大集,3,4
奈雪的茶,2,1
一芽一葉,3,4
课植园码头乘船,4,1
周生如故,5,3
一生一世,5,3
剧中同款场景,3,2
不二选择,5,3
自驾停车,2,3
古镇停车场,2,3
阿婆粽,3,4
水芹菜炒干丝,3,4
祖传酱菜,3,4
邮筒,2,3
文创中心,2,1
庄园式私家花园,2,1
河景,3,1
酱料,3,4
腌萝卜,3,4
簪花换装店,2,1
化妆拍打卡照,4,1
居民区,2,2
本地菜农,3,4
新鲜蔬果,3,4
水芹菜,3,4
小食咖啡店,2,1
景观位,2,2
撸猫馆,2,1
爱猫者,5,3
打发时间,4,1
家人朋友,5,2
小河边散步,4,1
穿梭往来的船只,4,1
享受,5,3
小摇船,4,1
剧中人,4,1
暗调,5,2
补光灯,2,3
主体,3,2
纸伞,3,4
经典元素,3,2
画面层次感,5,2
人文,3,3
动人,5,3
夜景绝美,5,2
感觉,5,2
烤乳扇,3,4
老板,2,1
家乡美食,3,4
乳扇,3,4
玫瑰酱,3,4
大理街上,2,1
外地人,5,2
传统技艺,3,3
历史感十足,5,2
祈福宁静,3,3
木质结构,3,2
别具一格,5,2
咖啡文创店,2,1
邮票展览,2,1
江南园林精华,3,2
水稻种植,3,1
私人藏品,2,3
物价亲民,5,1
沿河小餐馆,2,1
特色白水鱼,3,4
商业区,2,1
星巴克,2,1
麦当劳,2,1
肯德基,2,1
游船拼船,4,1
避开节假日高峰,5,1
夜晚迷人,5,2
灯火流连忘返,5,2
多次探访,5,2
奶茶,3,4
好喝,5,2
奶皮子,3,4
小零食,3,4
爱喝,5,2
下次还去,5,3
地标,2,1
C位,5,2
扎肉粽子,3,4
小众园林,3,2
漕河街,2,1
沿河茶馆,2,1
chill,5,2
蛋黄肉粽,3,4
热乎乎,5,2
扎肉,3,4
五花肉,3,4
外脆里嫩,3,4
夜景灯光,3,1
天气好,5,2
逛吃,4,1
老少皆宜,5,2
大家都很喜欢,5,3
老外爱来,5,2
园林艺术,3,2
明清,3,2
古物,3,2
江南园林风格,3,2
水池,3,1
古井,3,2
和心亭,2,1
清嘉庆年间,3,2
棋盘,2,1
和谐,5,2
珍贵古物,3,2
瓷器,3,4
玉器,3,4
技艺,3,3
文化风貌,3,1
承裕堂,3,2
收藏品,3,4
玉石,3,4
雅刻,3,3
瓷瓶,3,2
挂屏,3,2
硬木家具,2,3
诚德堂,3,2
杜月笙,3,3
正堂摆件,2,3
三峡地区,3,1
清代古亭,3,2
水库,3,1
宋代佛像,3,2
巨幅唐卡作品,3,3
艺术珍品,3,3
品类丰富,5,1
古建筑艺术,3,2
文化遗产,3,3
套票,2,3
清欢,5,2
价值,5,1
江南文化精髓,3,3
现代生活美学,5,2
放生桥码头,2,3
视觉,5,2
听觉,5,2
沉浸式旅程,4,1
船,2,3
画,3,2
水波声,3,1
宋元,3,3
明万历,3,2
建镇,3,2
河港,3,1
九街十八巷,3,2
石拱桥,3,2
五孔联拱大桥,3,2
文化丰富,3,3
沪上第一明清街,3,2
一线天,3,1
店招,2,1
席氏厅堂,3,2
吴中七子王卂纪念馆,2,1
明代壁画,3,2
砖雕艺术,3,2
文人墨迹,3,3
文化谱系,3,3
百年老字号,3,4
以水为魂,3,1
淀山湖畔,3,1
一桥跨两岸,3,2
水网格局,3,1
临水,2,2
通舟,4,1
水乡肌理,3,1
商铺,2,1
码头,2,3
粮仓,2,1
市井风貌,3,2
河中舟辑,3,1
商业街,2,1
河埠头,3,1
水旱码头,3,2
繁华遗韵,3,3
河道涟漪,3,1
两岸黛瓦粉墙,3,2
古老的石桥,3,2
安静的水道,3,1
传统建筑,3,2
古老魅力,3,2
江南古镇韵味,5,2
河流纵横,3,1
软件硬件,2,3
深蓝夜空,3,1
花船,2,3
夜划,4,1
藏吧,2,1
啤酒,3,4
青稞白酒,3,4
店里环境,2,2
值得打卡,5,3
沿河,3,1
柳枝,3,1
瘦金体,3,3
箬叶,3,4
朱家角民俗博物馆,2,1
母亲河,3,1
晴冬,3,1
相逢,5,3
外滩,3,2
北外滩,3,1
穿回古代,4,1
街头小巷,3,2
叫卖声,5,2
热情周到,5,2
边界感,5,2
传统生活方式,5,2
饮食,3,4
当天玩完,4,1
住一晚,4,1
古镇早晨,5,2
古镇夜晚,3,2
开车,4,1
旁晚美呆了,5,3
今生簪花,3,3
一世无忧,5,3
无任何隐形消费,5,1
时光倒流,5,3
中式风设计,3,2
饮料,2,3
洗漱包,2,3
摇船接送服务,4,1
仪式感,5,2
服务人员,2,3
热情,5,2
娱乐设施,2,3
评弹表演,3,4
全家人的娱乐天堂,5,2
漕港河游船,4,1
上海话,3,3
gao,3,4
IP形象,3,3
家人们,5,2
朋友们,5,2
点赞,5,3
朱家角地铁站,2,3
福星桥,3,2
中和桥,3,2
历史文化宝藏,3,3
创意无限,5,2
无名工作室,2,1
STUDIO,2,1
宋元时期,3,3
岁月的变迁,5,3
交通枢纽,2,1
商贸往来,3,3
灵动之美,5,2
诗词佳作,3,3
民间艺术,3,3
剪纸,3,3
创造力,5,3
芡实糕,3,4
废弃的旧工厂,2,1
艺术中心,2,1
艺术家,3,3
灵感,5,3
都市艺魂,3,3
生命,5,3
艺术社区中心,2,1
阳光明媚,5,2
闲逛,4,1
青浦阿特麦文创园,2,1
参观,4,1
国内顶级度假酒店品牌,2,1
安麓,2,1
国宝级古建匠人,3,2
Flaming,5,2
Beacon,2,3
马来西亚建筑及室内设计师,2,1
明代江南第一官厅,3,2
宿根美女樱,3,1
雀替,3,2
木雕蟠龙,3,2
金柱,3,2
藻井,3,2
富丽堂皇,3,2
数百名国宝级老工匠,3,3
酒店大堂,2,1
阁,2,1
中式人文情怀,5,3
35套,2,3
120平方米,2,2
静矗,3,2
联排别墅,2,1
独门独户,3,2
尊贵感,5,3
水疗房,2,1
走廊,2,2
中国书法,3,3
中国画,3,3
文化韵味,3,3
水疗中心,2,1
泰式风情,3,3
水疗手法,2,1
地道泰国芳疗,3,4
身心的契合,5,3
小镇情节,5,3
古镇烟火气,5,2
农家小宅,2,1
家乡,5,3
熟悉的气息,5,2
不愠不火,5,2
从容拍照,4,1
河边拍夜景,4,1
建筑倒影,3,1
游船穿梭,4,1
古楼,3,2
水上,3,1
画中游,4,1
天气蛮好,5,2
悠闲舒适度拉满,5,2
水乡古镇的景致,3,1
景区挺大,5,1
商业化特别严重,5,1
瑞幸咖啡,2,1
棒约翰,3,4
DQ,3,4
猫猫都在门口晒太阳,5,2
河鲜面,3,4
猪肝面,3,4
价格还行,5,1
面也不错,5,2
晴天,5,2
滤镜,5,2
三进式宅院,3,2
砖木结构,3,2
镂空雕饰,3,2
江南之美,5,2
游船接送,4,1
住客别院,2,1
隐居生活,5,2
商业气息少,5,1
生活画,5,2
爷爷奶奶,5,3
小凳子,2,3
门口,2,2
扇子,3,4
树下喝茶聊天,4,1
房价,5,1
住下,5,2
游玩攻略,4,1
乐游朱家角,4,1
坐船,4,1
推荐线路,4,1
上海ZUI大古镇,3,5
江南第茶楼,2,1
城隍茶楼,2,1
FAN咖啡,2,1
咖啡点,2,1
喝茶点,2,1
阿婆粽子,3,4
昂刺鱼,3,4
白米虾,3,4
爆肥小酒馆,2,1
五津菜馆,2,1
大排档,2,1
视野开阔,5,2
鸟,3,1
盖章,4,1
园林景致,3,1
全景,3,1
住两天,5,1
分享,5,2
天天开心,5,3
石牌坊,3,2
电影色戒,3,4
取景地,2,3
历史文化陈列馆,2,1
临河小路,3,1
定向拓展,4,1
团队合作,4,1
凝聚力,5,3
美味佳肴,3,4
文化景点,3,2
手工艺品制作,3,4
风情,5,2
挑战,4,1
乐趣,5,2
淀山湖,3,1
很不错,5,3
仿佛,5,3
海边,3,1
明清江南建筑风格,3,2
摄影非常出片,5,2
三十而已,5,3
取景,4,1
地铁16号线新场站,2,3
千年水乡,3,1
鱼虾放生祈福,4,1
糖藕,3,4
洞天食府,2,1
地道风味,3,4
手编蒲扇,3,4
砍价,4,1
复古拍照道具,2,3
混搭美学空间,2,2
中式园林,3,2
西洋风建筑,3,2
实景昆曲表演,4,1
水袖,3,3
曲调,3,3
青浦稻草编结,3,4
桃花,3,1
茶言观色,2,1
石桥流水,3,1
都市喧嚣,5,2
旅游,4,1
不堵车,5,1
地下停车,2,3
空位多,2,3
饮品店,2,1
银子够,5,2
听评弹,4,1
划船,4,1
临水茶店,2,1
时间下午两场,4,1
露营地,2,3
吃吃喝喝,3,4
船在水上行,4,1
彩虹桥,3,2
淀山湖生态园,3,1
荷花池塘,3,1
木栈道,2,3
橘子日落,3,1
清风拂面,5,2
歇马桥,2,1
小渔村,3,2
真爱码头,2,3
节气,3,3
欢迎,5,2
宋制大婚仪式,3,3
传统婚嫁仪式,3,4
水上婚纱照,4,1
传统手工艺品,3,4
自由探索,4,1
魅力,5,3
没有商业气息,5,1
良心江南古镇,5,3
朴素的面馆,2,1
原创插画艺术商店,2,1
ins风,3,2
猫小店,2,1
原创文创手作陶瓷,2,3
渔水之家,2,1
食客多,5,1
评分好,5,1
小虾,3,4
小酥肉,3,4
爆炒田螺,3,4
白切鸡,3,4
老板热情,5,2
古香古色,3,2
包场,2,3
随便逛逛,4,1
nice,5,2
梦华录取景,5,3
沪版威尼斯,3,5
复古元宝船,2,3
秋日茶话会,4,1
跑男同款活动,4,1
古镇探秘寻宝,4,1
深秋韵味,3,1
千年文化沉淀,3,3
古朴手摇船,2,3
画中漫游,4,1
逃离都市喧嚣,5,2
古镇漫步,4,1
释放压力,5,2
团队协作,4,1
团队凝聚力,5,3
肘子,3,4
古镇实景融入,3,2
全员古风换装,4,1
专业角色扮演NPC,4,1
极致沉浸体验,5,2
分组竞技PK,4,1
寓教于乐,5,2
定点任务挑战,4,1
惊喜神秘拍卖,5,3
多元化游戏环节,4,1
趣味无穷,5,3
冰淇淋,3,4
舒服,5,2
踏踏青,4,1
水摇船,4,1
外国游客,5,2
心情好,5,3
单向通道,2,3
人非常少,5,2
人烟稀少,5,2
体验感,5,2
没有千篇一律的商业街,5,1
评弹珠算等博物馆和纪念馆,2,1
建镇已有1000多年,3,2
老街宁静安详,5,2
青青市河,3,1
古桥掩映,3,2
素墙碧瓦幽巷曲径,3,2
民族特色,3,3
三国东吴,3,3
操练水军的池塘,3,1
五代,3,3
高州刺史章仔钧及夫人练夫人,3,3
梦华录,5,3
宋制汉服,3,4
女生,5,2
