评论,打分,积极评价要素词汇_1,积极评价要素词汇_2,积极评价要素词汇_3,积极评价要素词汇_4,积极评价要素词汇_5,积极评价要素词汇_6,积极评价要素词汇_7,积极评价要素词汇_8,积极评价要素词汇_9,积极评价要素词汇_10,积极评价要素词汇_11,积极评价要素词汇_12,积极评价要素词汇_13,积极评价要素词汇_14,积极评价要素词汇_15,积极评价要素词汇_16,积极评价要素词汇_17,积极评价要素词汇_18,积极评价要素词汇_19,积极评价要素词汇_20,积极评价要素词汇_21,积极评价要素词汇_22,积极评价要素词汇_23,积极评价要素词汇_24,积极评价要素词汇_25,积极评价要素词汇_26,积极评价要素词汇_27,积极评价要素词汇_28,积极评价要素词汇_29,积极评价要素词汇_30,积极评价要素词汇_31
五一去太湖吧骑车自驾露营都可以不用挤人少人海随便寻一处人少的地方看看春天真的超治愈[一R]渔洋山苏州太湖边的制高点缆车登顶俯瞰湖光山色山顶咖啡厅观日落视角绝佳有免费徒步路线出发前可以查攻略[二R]西山岛太湖最大岛屿原生态渔村与橘园遍布自驾环岛摘枇杷吃农家湖鲜最惬意[三R]陆巷古村太湖边最后的静谧古村明代宰相故里的明清建筑群石板路幽深[四R]鼋头渚太湖西北岸的半岛以樱花和湖景闻名春季赏樱人很多但值得早起避开人群[五R]惠山古镇无锡保存最完整的明清古街区春晚分会场吃油酥饼喝二泉茶感受市井烟火[六R]震泽古镇低调的江南水乡2个最佳机位就在镇入口蚕丝文化浓厚逛师俭堂吃黑豆腐干比热门古镇清静[七R]南浔古镇南浔可以满足你对江南古镇的所有幻想还免费夜游灯光秀氛围很到位[八R]新港口灯塔无锡太湖边的红白灯塔日系风拍照打卡地阴天也能拍出孤独感大片[九R]太湖观景台看太湖日出的好地方夕阳倒映下也特别美附近有长兴太湖博物馆可以一起逛[一R][零R]大有秋新晋赏樱胜地免费而且人少人造景观结合太湖湿地顺路可以去看看,7,"古镇原貌,商业水平不高,童年的梦",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
??当第一缕春风拂过姑苏城园林里紫藤垂瀑古镇中木香攀墙这座江南水乡摇身变成莫奈笔下的梦幻花园???避开千篇一律的旅游行程收好这条本地人私藏的春日游路线-??姑苏园林探春??沧浪亭网师园艺圃??沧浪亭木绣球4月上旬5月上旬藕花水榭茶室前的木绣球团团如玉映衬着粉墙黛瓦亭台楼阁精致花窗美得直击人心.??艺圃蔷薇4月下旬5月上旬3处蔷薇离入口处都不远细长的藤枝在斑驳的墙面肆意生长在阳光映衬下留下斑驳的花影以门窗为取景框定格园林花海美景??.??网师园紫藤花4月上旬4月中旬彩霞池旁黄石假山上的紫藤可是经典打卡地??满树紫藤花如瀑布般倾泻而下如梦似幻殿春簃的紫藤花窗景随手一拍便自带氛围感-?古镇里的慢时光??震泽古镇避开人潮打卡这座千年古镇白墙黛瓦依水而建石板路蜿蜒通幽适合用一整天感受江南的细腻与松弛感?登慈云寺塔俯瞰古镇全貌漫步师俭堂内里的木香花爬满整个墙头盛花期倾泻而下花香扑鼻站在禹迹桥上远眺日落美景坐摇橹船慢悠悠地穿行于水面之上??河两岸美景如画卷般缓缓展现在眼前沿河老街烟火气十足茶馆老面馆手作店鳞次栉比在河边来碗特色四碗茶??唇齿留香品尝油绿如玉的青团每一口都是春天的味道.??治愈系江南宅院躺平??西坡?震泽民宿位于古镇宝塔街上由一套风韵独特的江南宅院改造而成8间客房小而精??室内蓝橙相间的花砖古典和摩登相结合高品质配置处处是细节静谧的午后在茶台区域和好友小聚畅谈复古泳池旁小坐晒晒太阳?很是惬意廊檐高低过道交错移步一景皆可入画漫步院落随手拍几张氛围感美照-这里是西坡山林湖泊沙漠大海和一个想养胖你的家We Build a Snug Home for You in the Nature.-部分图源@阿毒出行中@田小吱 @拾光不舍昼夜 @居长安 @爱吃胡萝卜猫小姐 @woo是一粒苏,10,"春风,紫藤,垂瀑,木香,攀墙,梦幻花园,旅游行程,春日游路线,姑苏园林探春,沧浪亭,网师园,艺圃,木绣球,粉墙黛瓦,亭台楼阁,精致花窗,蔷薇,斑驳的墙面,花影,门窗,取景框,园林花海美景,紫藤花,瀑布,殿春簃,紫藤花窗景,震泽古镇,人潮,千年古镇,白墙黛瓦,依水而建,石板路,慈云寺塔,古镇全貌,师俭堂,木香花,禹迹桥,日落美景,摇橹船,河两岸美景,画卷,沿河老街,烟火气,茶馆,老面馆,手作店,特色四碗茶,青团,春天的味道,江南宅院,西坡震泽民宿,宝塔街,风韵独特,客房,室内蓝橙相间的花砖,古典,摩登,高品质配置,细节,午后,茶台,好友小聚畅谈,复古泳池,晒太阳,廊檐,过道,移步一景,氛围感美照,山林湖泊沙漠大海",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地理位置江苏省苏州市吴江区太湖之滨震泽古镇简称吴头越尾震泽古镇唐宋兴起明清鼎盛誉为江南丝绸重镇现存慈云寺庙塔禹迹桥等古迹古镇古街相依保存师俭堂等明清宅院蚕丝文化等震泽古镇美食文化也是多样多彩尤其是黑豆腐干熏豆茶闻名也是茶馆最多的古镇这依旧古朴幽雅适合居住平日游客较少商业气息平淡真是一缕阳光入江南此身怎能忘江南,9,"地理位置,江苏省,苏州市,吴江区,太湖之滨,震泽古镇,唐宋兴起,明清鼎盛,江南丝绸重镇,慈云寺庙塔,禹迹桥,古迹,古镇,古街,师俭堂,明清宅院,蚕丝文化,美食文化,黑豆腐干,熏豆茶,茶馆,古朴幽雅,适合居住,游客较少,商业气息平淡,阳光,江南",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
基辅60?柯达5222,60,古镇原貌,商业水平不高,童年的梦,,,,,,,,,,,,,,,,,,,,,,,,,,,,
虽说假期但人却不多安静古朴有两个国保景点没有太多的商业化气息,8,"安静,古朴,国保景点,商业化气息",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
历时一年集齐了震泽宝塔的春夏秋冬四季辗转我匆匆走过它却在慢慢沉淀古镇上的一年四季各有各的美这大概就是人在画中游吧??,9,"震泽宝塔,春夏秋冬,四季辗转,古镇,一年四季,各有各的美,人在画中游",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
??交通火车??南京-苏州99元  耗时1小时33分钟地铁??苏州-吴江出行tips????????住宿推荐                                                                                                  白玉兰酒店(苏州吴江万宝广场店)167元??CityWalk路线DAY1??同里古镇-静思园-苏州博物馆-东太湖生态园-苏州湾黄金湖DAY2??:吴江运河文化旅游景-平望古镇-黎里古镇-蚕花里历史风貌街区-盛泽古镇1??黎里古镇??票价古镇内景点联票??60????周边线路推荐黎里古镇六悦博物馆2??震泽古镇??票价古镇内景点联票??70元王锡阐爱国主义基地??周一闭馆????周边线路推荐震泽古镇震泽省级湿地公园3??平望古镇??地址吴江运河文化旅游区??票价古镇??????周边线路推荐平望古镇莺脰湖生态公园4??同里古镇古镇8个景点的联票这8个景点分别是:退思园珍珠塔松石悟园太湖水利展示馆崇本堂嘉荫堂耕乐堂罗星洲门票??79元5??苏州湾博物馆一层设两个特展厅用于举办国内外精品展四层属于常设展览展品是吴江历史文化陈列美食推荐1??夜半不二只要你想不到吃什么就去他家他们家种类很全烤串粥炒菜都有2??老破小火锅一定要点金汤锅酸酸辣辣的很好吃他们家的炒面 肉多多版3??希望你好外卖??不知道吃什么我就会点他们家凉面是甜口而且他们家还可以点炸串4??跷脚面馆/一家面馆个人还是觉得一家面馆好吃 ??5??台式火锅上次和朋友去吃的 套餐式一人一个小锅也比较干净听说老板是台湾人6??虾爸爸/三尺有味/桂宝/达古纳/赫本/城南华苑黄牛肉火锅,7,"古镇,景点,联票,票价,博物馆,湿地公园,历史文化,美食,夜半不二,老破小火锅,希望你好外卖,跷脚面馆,台式火锅",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有小伙伴上去过吗,5,小伙伴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?探索历史的长廊走进震泽古镇??? 在喧嚣都市的喧嚣之外有一片被时光轻柔抚触的古镇震泽这里每一块石板路都诉说着过往的故事每一道古桥都连接着历史的深度???? 漫步在蜿蜒的水巷旁看渔船轻轻划过倒映出古镇的宁静与岁月的痕迹?? 在震泽你可以慢慢走细细品一杯清茶一碟当地特色小吃都能让你感受到生活的本真和古镇的韵味?? 不要忘了用镜头记录下这一刻的美好无论是晨光初照的古桥还是夕阳下的老街都是值得珍藏的画面??也可入住藏在巷子里古老的家~西坡震泽,9,"古镇,石板路,古桥,水巷,渔船,宁静,岁月,清茶,特色小吃,生活本真,古镇韵味,镜头,晨光,夕阳,老街,巷子,西坡震泽",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五一去太湖吧骑车自驾露营都可以不用挤人少人海随便寻一处人少的地方看看春天真的超治愈[一R]渔洋山苏州太湖边的制高点缆车登顶俯瞰湖光山色山顶咖啡厅观日落视角绝佳有免费徒步路线出发前可以查攻略[二R]西山岛太湖最大岛屿原生态渔村与橘园遍布自驾环岛摘枇杷吃农家湖鲜最惬意[三R]陆巷古村太湖边最后的静谧古村明代宰相故里的明清建筑群石板路幽深[四R]鼋头渚太湖西北岸的半岛以樱花和湖景闻名春季赏樱人很多但值得早起避开人群[五R]惠山古镇无锡保存最完整的明清古街区春晚分会场吃油酥饼喝二泉茶感受市井烟火[六R]震泽古镇低调的江南水乡2个最佳机位就在镇入口蚕丝文化浓厚逛师俭堂吃黑豆腐干比热门古镇清静[七R]南浔古镇南浔可以满足你对江南古镇的所有幻想还免费夜游灯光秀氛围很到位[八R]新港口灯塔无锡太湖边的红白灯塔日系风拍照打卡地阴天也能拍出孤独感大片[九R]太湖观景台看太湖日出的好地方夕阳倒映下也特别美附近有长兴太湖博物馆可以一起逛[一R][零R]大有秋新晋赏樱胜地免费而且人少人造景观结合太湖湿地顺路可以去看看,7,"古镇原貌,商业水平不高,童年的梦",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
祝大家新年快乐 欢迎大家来震泽旅游??P2-5慈云寺&禹迹桥 印章的最上方P9 师检堂P10 麦芽塌饼我也不确定是不是[捂脸R]P11 四碗茶楼P12 黑豆干新年来这Citywalk吧 感受一下江南古镇的春节氛围,8,"慈云寺,禹迹桥,师检堂,麦芽塌饼,四碗茶楼,黑豆干,Citywalk,江南古镇,春节氛围",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在持续的高温缓解后来了一次江南古镇游我们从震泽古镇开始到南浔古镇芦墟古镇甪直古镇最后在周庄古镇结束这一路经历了凉爽暴雨高温我们在各种环境里体验着不同的古镇场景感受着不同的古镇风韵同时也收获着不同的旅游心情,7,"古镇场景,古镇风韵,旅游心情",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
震泽宋绍兴初年设镇位于苏州和湖州的交界地带与南浔古镇比邻这里也是古时湖丝的主要产区这个古镇吧有趣的景点不多比较适合躺平在古运河边和朋友一起看看风景喝喝茶聊聊天发发呆10元的茶无限量续水可以打发一下午的时光饿了还可以在店家点一桌本地特色菜打卡景点,7,"古镇,古运河,风景,茶,本地特色菜",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
江南小镇里能叫出名字的千篇一律的人山人海的恐怕是没几个想去的震泽就非常不一样市井的让人安心这个两千年历史的江南古镇距离沪苏杭主城仅有1-2h车程高铁开通后更是轻松可达过上两天安静的慢生活那可真的有点幸福?尤其是这个四合院,9,"市井,安静,慢生活,幸福,四合院",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
??震泽古镇城市定向寻宝团建攻略???在这个喧嚣的世界里总有一些地方能让我们放慢脚步感受历史的沉淀和文化的韵味震泽古镇就是这样一处让人流连忘返的地方??走进古镇仿佛穿越到了千年前青石板路古色古香的建筑每一处都透露着岁月的痕迹沿着小河漫步河水清澈见底偶尔有几只小鱼在水中嬉戏仿佛在诉说着古镇的故事??震泽古镇城市定向活动1??分组进行参与者被分为若干小组每队需在规定时间内根据地图线索在古镇内寻找指定的地点并完成任务2??任务内容每个地点都有独特的设计任务如拍照打卡品尝当地特色小吃寻找古镇内的历史建筑等3??团队配合活动中小组成员需互相协作发挥各自特长共同完成任务4??积分制度根据完成任务的速度和准确性每队将获得相应的积分最后根据积分排名获得丰厚奖品??震泽古镇城市定向活动不仅锻炼了大家的团队协作能力还能让大家在轻松愉快的氛围中深入了解古镇的历史文化快来这里和你的小伙伴们一起度过一个难忘的团建时光吧,10,"放慢脚步,历史的沉淀,文化的韵味,流连忘返,青石板路,古色古香,岁月的痕迹,小河,河水清澈见底,小鱼,古镇的故事,城市定向活动,分组进行,地图线索,指定地点,任务内容,拍照打卡,特色小吃,历史建筑,团队配合,互相协作,积分制度,团队协作能力,历史文化,团建时光",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
虹饮山房位于苏州市吴中区木渎古镇山塘街? 虹饮山房是清初木渎文人徐士元的私家园林徐士元是个落第秀才一生不慕功名惟喜居家读书但嗜酒且酒量极大号称虹饮又因宅园毗邻虹桥虹所饮者桥下之香溪也虹饮山房之名即由此而来? 乾隆下江南每游木渎必先在此弃舟登岸入园游历因而当地都习惯称虹饮山房为乾隆的民间行宫纪晓岚和珅刘墉等大臣也都曾数次下榻于此留下了段段脍炙人口的佳话?     虹饮山房融江南文人园林之秀美及北方皇家园林之雄丽为一体其建筑布局端庄严谨中路为门厅花厅和古戏台建筑体量宏大宽敞既有江南园林的婉约精致又具北方园林的大气开阔于大开大合之间尽显宦家之气度幽人之韵致是南北园林不同文化风格巧妙融合于一体的典范? 景观景致门对香溪背靠灵岩溪山风月之美池亭花木之胜远胜过其他园林园内池泓浩渺亭阁环抱曲桥蜿蜒绿柳摇曳虹饮山房具有深厚的历史文化底蕴和独特的园林景观是苏州园林中的一颗璀璨明珠也是了解清代历史文化的重要场所??苏州  虹饮山房?? Z24-70  4,9,"虹饮山房, 清初, 徐士元, 私家园林, 虹饮, 香溪, 乾隆, 民间行宫, 纪晓岚, 和珅, 刘墉, 江南文人园林, 北方皇家园林, 秀美, 雄丽, 端庄严谨, 门厅, 花厅, 古戏台, 宏大宽敞, 婉约精致, 大气开阔, 幽人之韵致, 香溪, 灵岩, 溪山风月, 池亭花木, 园林景观, 历史文化底蕴, 苏州园林",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
已经开始期待春暖花开的季节了,7,"春暖花开,季节",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4月16日 晚到达苏州震泽古镇  这是第六次打卡 这里比较适合休息停靠  古镇在重建 很多店铺都不干了 但同时也有很多新开的店铺 生意没有前几次来那么??  附近有个市场  饮料挺便宜,5,"古镇,重建,新开的店铺,市场,饮料便宜",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
??地点周庄古镇??门票100/人??地点阿里古镇??门票100/人??地点震泽古镇??门票70/人??地点穹窿山??门票80/人??地点尚湖??门票80/人??????????这几个地方风景优美自然风光秀丽用@江苏旅游年卡 帮你省下一大笔钱不用各个景点都去买门票啦只需要一张卡便可以畅游江苏二百景点,8,"风景优美,自然风光秀丽,江苏旅游年卡",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
??历史场景斜塘地名最早出现在南宋苏州郡守郑霖写于淳祐九年(1249年)的重修昆山塘记略一文中郑霖的文章中详尽地记述了淳熙六年(1179年)发运使魏峻疏浚娄江治理沙湖的过程文中记疏浚前的航道时说:从新洋江出吴淞江斜塘以至葑门其中提及斜塘的地理位置与今无异元末明初诗人高启隐居吴淞青丘(原属吴县甪直今在胜浦境内)期间曾写过一首诗题为舟归江上过斜塘诗云:漫漫春塘水没沙清明初过已无花春寒欲雨归心急懒驻扁舟问酒家从高启的经历来看这首诗应写于1360年-1370年间距今已有600 多年了因此可知斜塘这一地名可追溯的历史应该是很长的斜塘之名与其地理位置有关斜塘地处吴郡东侧吴郡往东有两条水路必经斜塘?? 车坊一个镇不及斜塘一个金老街著名姓氏/在故事中讲述四大姓氏的兴衰史旧时斜塘商家以金张马陆四大姓氏称著其中金姓最具实力有谚云:车坊一个镇不及斜塘一个金金姓家族原是明末清初为避战乱从江苏彭城(今徐州)迁徙来斜塘镇东市梢定居的大户历经三百多年繁衍成斜塘商界的大族金氏家族的祖先为汉武帝时的金日殫刻印于清代光绪十年(公元1884年)的彭城家谱记载金家正是诧(d)侯的后裔定居斜塘的始祖叫金孟昭明末清初从山东彭城(今江苏徐州)迁来以后金氏子孙半耕半读半儒半商到修家谱时金氏家族族繁人众出现了金云樵金襟江金松坡等10门金姓大户在当地金张马陆四大家族中排在首位当时民间甚至有车坊一个镇勿及斜塘一个金的说法清末以来斜塘金姓开设过金乾阳致和堂等药店以及金正大布号金永盛糟坊金德泰酒店金晋泰南货金正泰肉店等店铺??乡土风情南宋年间斜塘小镇就已形成水陆通道河街并行的繁荣风貌据斜塘镇志记载老镇区(斜塘老街)形成于清朝初年时称南斜塘镇由此可以说斜塘已由元明时期的一个古村至清朝时已为一古镇了至清初经济渐盛时南来北往的商户在小镇老街上落户经商逐渐形成了商贾云集的繁华街市据介绍斜塘老街曾经商号铺面林立多属小本经营的夫妻老婆店据1928年苏州明报时有商铺多达270家如地货行米行布店绸号酱园茶馆酒楼糖果店寿器店席草行之类据1949年刚解放时登记街上仅铁匠铺之类手工作坊就有20多家,7,"斜塘,南宋,郑霖,淳祐九年,重修昆山塘记略,魏峻,娄江,沙湖,高启,吴淞青丘,舟归江上过斜塘,春塘,地理位置,吴郡,车坊,金老街,四大姓氏,金张马陆,金姓,江苏彭城,徐州,东市梢,汉武帝,金日殫,彭城家谱,光绪十年,金孟昭,明末清初,半耕半读,半儒半商,金乾阳,致和堂,金正大布号,金永盛糟坊,金德泰酒店,金晋泰南货,金正泰肉店,乡土风情,水陆通道,河街并行,斜塘镇志,南斜塘镇,元明时期,古村,清朝,商贾云集,夫妻老婆店,地货行,米行,布店,绸号,酱园,茶馆,酒楼,糖果店,寿器店,席草行,手工作坊",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
震泽锄经园去年五月拍的图属于是老图新发了锄经园园小而地狭园内无水跨入月洞门内却宛如登临仙岛方寸之间塞入假山亭廊厅阁等建筑人处其中倒觉悠远深邃向天借地妙趣无穷,9,"震泽,锄经园,园小而地狭,无水,月洞门,仙岛,方寸之间,假山,亭廊,厅阁,悠远深邃,向天借地,妙趣无穷",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVB综艺江湖见打卡吴江震泽黎耀祥麦长青享受惬意江南古镇生活,8,"TVB, 综艺, 江湖见, 打卡, 吴江, 震泽, 黎耀祥, 麦长青, 惬意, 江南, 古镇, 生活",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
今天是烟雨江南古镇还是千篇一律都差不多,4,烟雨江南古镇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
早上起来后直接驱车近百公里到震泽古镇游览震泽古镇免门票停车场免费整个古镇商业气息不是很浓保持着淳朴的民风这在当前大环境下非常难得由于是工作日游人不是很多感觉非常不错,9,"免门票,停车场免费,商业气息不是很浓,保持着淳朴的民风,游人不是很多",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
当时是看到麦芽二字就随手买了俩一黄豆沙馅儿一红豆沙馅儿因为对景点小吃抱有成见向来浅尝辄止不敢买多回来又忘了这个小零食两天后取出来微波一下后悔买少了黄豆沙的尤其好清甜不腻下次再去一定揣上一大包[偷笑R],9,"麦芽, 黄豆沙馅儿, 红豆沙馅儿, 景点小吃, 微波, 清甜不腻",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
震泽镇隶属于江苏省苏州市吴江区位于吴江区西部江浙交界处北濒太湖东西与浙江南浔接界震泽镇是个有2000多年历史的古镇也是个以蚕丝产业闻名的江南水乡先后被评为中国亚麻蚕丝被家纺名镇江苏省历史文化名镇等2016年10月震泽镇被评为第一批中国特色小镇宝塔街位于頔塘河北岸震泽古镇的主要景点和历史遗址都在这条街震泽镇隶属于江苏省苏州市吴江区位于吴江区西部江浙交界处北濒太湖东西与浙江南浔接界慈云禅寺P1112位于江苏苏州市吴江区震泽镇创建于宋咸淳公元1265-1274年年间明正统中1436-1449年重建旧名广济寺坐落于慈云禅寺内的慈云塔位于震泽镇宝塔街东端寺塔以慈云命名故称慈云寺塔民间又称望夫塔该塔为六面五层砖木结构高38.44米由塔壁回廊塔心组成在塔的东南隅有一座为纪念大禹治水而于清乾隆时建造的单孔拱形石桥禹迹桥P113与宝塔互成呼应构成了拱桥塔影这一水乡特有的自然景观,7,"古镇,蚕丝产业,江南水乡,中国亚麻蚕丝被家纺名镇,江苏省历史文化名镇,中国特色小镇,宝塔街,慈云禅寺,慈云塔,望夫塔,禹迹桥,拱桥塔影,水乡",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
甪直古镇朴素宁静像刚学会打扮的农村小姑娘胡乱施了些脂粉没有周庄的浓艳乌镇的精致同里的明快也没有西塘的秀丽和南浔的浑然天成但她仍不失质朴和纯真廊桥的一碗大肉奥灶面随处可见的酱萝卜甪直也是有滋有味的呢苏州市区地铁6号线转快线5路80分钟直达游客廖廖适合一个人的午后慢慢走走,7,"朴素,宁静,质朴,纯真,廊桥,大肉奥灶面,酱萝卜,有滋有味,游客廖廖,适合,午后,慢慢走走",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
??吴江震泽古镇??上海出发沪苏湖高铁盛泽站打车15分钟车程??古镇免费进入部分景点收费各类旅游年卡需在游客中心换取纸质门票1??,6,"古镇免费进入,部分景点收费,各类旅游年卡,游客中心,换取纸质门票",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
震泽一座隐匿在江南水乡的千年古镇 游客不多 保持了纯正当地人的生活场景?这里的慈云寺塔和禹迹桥是震泽古镇的标志性建筑 古塔古桥相互映衬?街边的茶馆里 茶香四溢 人们悠闲地品着茶 谈论着所见所闻?老人们坐在河边垂满柳条的凉亭里 微笑地看着来往人群 眼神里充满了平和?贯穿整个古镇的宝塔街 慢生活和烟火气精神都浓缩在这几百米长度的空间里?在这里 生活不再是匆匆忙忙 有着它最本真的模样,10,"震泽, 江南水乡, 千年古镇, 游客不多, 纯正, 当地人, 生活场景, 慈云寺塔, 禹迹桥, 标志性建筑, 古塔, 古桥, 茶馆, 茶香四溢, 品茶, 悠闲, 老人, 河边, 凉亭, 微笑, 平和, 宝塔街, 慢生活, 烟火气, 最本真的模样",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金井栏边见羽仪梧桐枝上宿寒枝五陵公子怜文彩画与佳人刺绣衣馀庆堂建于清末前后共有三进坐南朝北一进临花山头路门头上刻有凤穿牡丹三国演义等戏文故事,8,"金井栏,羽仪,梧桐枝,五陵公子,文彩,佳人,刺绣衣,馀庆堂,清末,三进,坐南朝北,花山头路,门头,凤穿牡丹,三国演义,戏文故事",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
师俭堂三进墙门上的砖雕门楼整体舒朗大气既有苏派砖雕门楼的精巧秀丽又融入了震泽本地的地方风格,9,"师俭堂,三进墙门,砖雕门楼,舒朗大气,苏派砖雕门楼,精巧秀丽,震泽本地,地方风格",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[种草R]震泽才是梦里水乡的模样?? 交通指南?? 自驾导航震泽古镇游客中心苏州出发约50分钟上海/杭州约1.5小时?? 高铁至苏州站后转乘震泽专线大巴或直接打车约100元?? 必打卡景点1?? 慈云寺塔+禹迹桥江南塔桥相映的经典CP晴天光影绝美雨天烟雨朦胧随手一拍就是水墨画2?? 师俭堂江南第一堂名不虚传150年历史的深宅大院后花园锄经园藏着绝美四面亭绿荫环绕古风出片神地3?? 宝塔老街350米长的烟火气老街阿婆现包的青菜团子5元/个央视同款仁昌顺非遗定胜糕黑豆腐干边走边吃超满足4?? 蚕桑文化园震泽是中国蚕丝之乡亲手喂蚕宝宝体验缫丝工艺还能买真丝围巾性价比高哟[斜眼R]?? 美食推荐? 四碗茶风枵茶糯米薄片+糖水熏豆茶明目养生本地人待客必备? 老严卤菜馆酱鸭面25元酱汁浓郁鸭肉酥烂嗦完面连汤都喝光? 香青菜团子齐心村阿姨手作豆干+香青菜内馅糯叽叽一口爆香[哇R]?? 小贴士?? 古镇免费师俭堂+慈云寺塔联票75元按需购买?? 穿舒适鞋子石板路+窄巷暴走不累脚?? 推荐住一晚民宿水岸寒舍真丝床品体验江南丝意生活[哇R]? 跟着攻略走震泽不迷路? 点赞收藏周末就出发[暗中观察R],10,"震泽, 梦里水乡, 交通指南, 自驾导航, 震泽古镇游客中心, 苏州, 上海, 杭州, 高铁, 苏州站, 震泽专线大巴, 打车, 必打卡景点, 慈云寺塔, 禹迹桥, 江南塔桥, 光影绝美, 烟雨朦胧, 水墨画, 师俭堂, 江南第一堂, 150年历史, 深宅大院, 后花园, 锄经园, 四面亭, 绿荫环绕, 古风出片神地, 宝塔老街, 烟火气, 青菜团子, 央视同款, 仁昌顺, 非遗定胜糕, 黑豆腐干, 蚕桑文化园, 中国蚕丝之乡, 喂蚕宝宝, 缫丝工艺, 真丝围巾, 性价比高, 四碗茶, 风枵茶, 糯米薄片, 糖水熏豆茶, 明目养生, 老严卤菜馆, 酱鸭面, 酱汁浓郁, 鸭肉酥烂, 香青菜团子, 齐心村阿姨手作, 豆干, 内馅糯叽叽, 小贴士, 古镇免费, 联票, 舒适鞋子, 石板路, 窄巷, 暴走不累脚, 推荐住一晚, 民宿, 水岸寒舍, 真丝床品, 江南丝意生活",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西塘古镇感觉有些过度开发的了河边同质化的商铺太密集各种景点小吃没什么特色但单论古镇建筑还是很不错的值得一看相比之下震泽古镇会显得多了些悠闲清静河两岸很多小茶馆适合闲坐发呆但是古镇建筑就没有西塘那么多可逛的天气很好随手一拍都像是诗句里的江南??开车去的话两个地方停车都很方便可以直接导航到景区停车场??西塘需要买门票可以提前在线上买好也可以到了现场买震泽不需要买门票??这次住在西塘古镇旁边的万达美华度假酒店环境和服务感觉都很好出门就到景区入口价格感觉也可以???两顿饭都在西塘古镇的古韵餐厅吃的本以为景区里吃饭也不会有什么好吃的但是这家餐厅改变了我的看法第一天晚上吃了一顿感觉很好吃第二天中午又去吃了一顿两天点的菜都很好吃,7,"悠闲,清静,小茶馆,发呆,古镇建筑,天气,诗句,江南,停车,环境,服务,景区入口,价格,古韵餐厅,好吃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015年开始每年夏天都来今年的口感好像特别好欢迎小伙伴们过来试试就在震泽古镇上~ 时间真的过得好快啊记得当年第1次来的时候老板娘的孩子还小现在儿子都高三了女儿也初三[派对R],9,"口感,老板娘,孩子,儿子,女儿,震泽古镇",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
震泽一座隐匿在江南水乡的千年古镇 游客不多 保持了纯正当地人的生活场景?这里的慈云寺塔和禹迹桥是震泽古镇的标志性建筑 古塔古桥相互映衬?街边的茶馆里 茶香四溢 人们悠闲地品着茶 谈论着所见所闻?老人们坐在河边垂满柳条的凉亭里 微笑地看着来往人群 眼神里充满了平和?贯穿整个古镇的宝塔街 慢生活和烟火气精神都浓缩在这几百米长度的空间里?在这里 生活不再是匆匆忙忙 有着它最本真的模样,10,"隐匿, 千年古镇, 游客不多, 纯正, 当地人, 生活场景, 慈云寺塔, 禹迹桥, 标志性建筑, 古塔, 古桥, 茶馆, 茶香四溢, 品茶, 悠闲, 河边, 凉亭, 微笑, 平和, 宝塔街, 慢生活, 烟火气, 本真",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
