评论,打分,积极评价要素词汇_1,积极评价要素词汇_2,积极评价要素词汇_3,积极评价要素词汇_4,积极评价要素词汇_5,积极评价要素词汇_6,积极评价要素词汇_7,积极评价要素词汇_8,积极评价要素词汇_9,积极评价要素词汇_10,积极评价要素词汇_11,积极评价要素词汇_12
 地址青浦区-朱家角镇课植园路555号 交通地铁17号线朱家角站5号口出乘坐朱家角旅游专线1510路到朱家角游客中心站下或者1号口出步行1.5公里自驾导航至朱家角西南侧地上停车场停车20元一次这里有充电桩新能源车可充电门票朱家角古镇免费里面有收费的小景点可在乐游朱家角服务号上预约5个景点联票80元3个景点联票60元也可在闲鱼上买便宜[星R]游玩路线朱家角古镇游客中心 课植园 和心园 阿婆茶楼放生桥江南第一茶楼鹤龙美术馆 圆津禅院 城隍庙 大清邮局游览地图图2美食推荐1.角裡朱阿婆小吃館朱家角东井街127号2.吴字坊臭豆腐 课植园路555号3.银杏树阿婆粽北大街262号4.古镇饭庄 北大街336号[星R]游船价格游船有三条线AB两条线为三个景点200元一船C线4个景点300元一船每船最多6个人可以拼船或者包船[星R]景点介绍[气球R]放生桥放生桥是朱家角的标志性建筑建于明代是上海地区现存最古老的五孔石拱桥桥身古朴典雅横跨在漕港河上是游客拍照打卡的热门地点[气球R]课植园课植园是一座典型的江南园林园内布局精巧融合了苏州园林的风格园内有假山池塘亭台楼阁景色优美[气球R]城隍庙朱家角的城隍庙始建于明代是当地重要的宗教场所庙内供奉城隍神香火旺盛[气球R]大清邮局大清邮局是中国最早的邮局之一建于清代现为邮政博物馆馆内展示了中国邮政发展的历史保留了许多珍贵的邮政文物[气球R]圆津禅院圆津禅院是一座历史悠久的佛教寺庙始建于元代禅院依山傍水环境清幽寺内供奉着多尊佛像[气球R] 漕港河游船漕港河是朱家角的母亲河乘船游览可以欣赏到两岸的古建筑和水乡风光感受江南水乡的独特魅力[气球R] 涵大隆酱园涵大隆酱园是朱家角著名的老字号酱园已有百年历史[气球R] 朱家角民俗博物馆博物馆展示了朱家角的民俗文化和传统手工艺包括纺织陶艺木雕等,8,"放生桥,课植园,城隍庙,大清邮局,圆津禅院,漕港河,涵大隆酱园,朱家角民俗博物馆,标志性建筑,江南园林,宗教场所,邮政博物馆,佛教寺庙,母亲河,古建筑,水乡风光,民俗文化,传统手工艺",,,,,,,,,,,
上海朱家角古镇速写,5,,,,,,,,,,,,
去过无数次的古镇每次都能从中找到一些重复而不一样的风景晴冬里 夕阳下 再次相逢,8,"古镇,风景,晴冬,夕阳,相逢",,,,,,,,,,,
江南水乡朱家角,7,"江南水乡,朱家角",,,,,,,,,,,
图片作品分别为倒影朱家角朱家角上海外滩北外滩看来约老师对上海情有独钟[大笑R],8,"上海,朱家角,倒影,外滩,北外滩",,,,,,,,,,,
上海朱家角古镇大概有着一千多年的历史是一座历史悠久文化底蕴深厚的江南水乡古镇古镇保存有蕞完整的明清建筑老街古色古香让人仿佛穿回古代旁晚穿梭在街头小巷被此起彼伏的叫卖声吸引每家店铺门口的叫卖都不相同但每个人都热情周到又有边界感古镇自带烟火气虽然是旅游景点依旧能感受到浓郁的生活气息可能源于这里还保留着一些传统的生活方式和饮食朱家角古镇规模不大当天可以玩儿完时间宽裕可以住一晚看看古镇的早晨和夜晚完全两种感受开放时间朱家角古镇全天开放门票价格古镇免费部分景点需要购票进入交通上海开车过去大概1.5小时地铁17号线可直达放生桥是古镇标志性建筑之一也是拍照出片的好地方拍了好多旁晚美呆了,9,"古镇, 历史, 文化底蕴, 江南水乡, 古镇原貌, 明清建筑, 老街, 古色古香, 穿回古代, 街头小巷, 叫卖声, 热情周到, 边界感, 烟火气, 生活气息, 传统生活方式, 饮食, 规模不大, 当天玩完, 住一晚, 古镇早晨, 古镇夜晚, 全天开放, 免费, 景点购票, 交通, 上海, 开车, 地铁17号线, 放生桥, 标志性建筑, 拍照出片, 旁晚美呆了",,,,,,,,,,,
一半绍兴一半苏州的感觉,7,"绍兴,苏州,感觉",,,,,,,,,,,
今生簪花一世无忧还没拍过簪花的宝子们来朱家角拍一套吧198一价全包无任何隐形消费,7,"今生簪花,一世无忧,朱家角,无任何隐形消费",,,,,,,,,,,
今天是年初一先大家年快乐上海人可能都不知道的私藏好去处居然被我发现啦它就是位于上海青浦的珠溪园虽然不大却藏着一座江南水乡的缩影小桥流水人家亭台楼阁还有那曲折蜿蜒的回廊一砖一瓦一步一景都充满了诗情画意现在正值赏腊梅的季节趁着假期还不赶紧约上小伙伴一同前往地址上海市青浦区凝浜路332号拍摄时间1/25景点简介珠溪园原为富商蔡氏私园五十年代辟为共青公园1990年整修后对外开放改名为青浦珠溪园现名为上海珠溪园游览路线大门进聚福亭洞天福地夕阳苑七星阁清华亭澜亭阁怡然亭九曲桥祥祯桥聚龙阁穿云亭荷花池生肖园馨湖亭齐云阁登云阁三曲廊桥大门出见P2游览时间1h腊梅位置见P2拍摄打卡点见P3实用信息门票免费开放时间5:45~16:30交通公共交通乘坐轨道交通17号线至朱家角站1号口出然后换乘公交青蒸线至祥凝浜路酒龙路站蕞后步行7分钟即可到达自驾市区公园 大约40分钟左右车程停车场: 珠溪园边上小弄堂开进去有地面停车场停车费:6r/时附近景点朱家角古镇我是Seven你的旅行小助手,1,,,,,,,,,,,,
买盏桂花酒酿沿河晃荡看柳枝蘸水写瘦金体的诗游船穿过桥洞时有人把揉碎的云朵撒进阿婆粽的箬叶里,10,"桂花酒酿,河,柳枝,瘦金体,诗,游船,桥洞,云朵,阿婆粽,箬叶",,,,,,,,,,,
"上海土著血泪总结这5个""不要""千万记住来上海玩的小伙伴注意啦这些坑我帮你们踩过了看完这篇直接省下1000块一不要豫园城隍庙游客多到爆炸物价高得离谱要去朱家角古镇上海版威尼斯小桥流水超好拍粽子扎肉油墩子...地道美食吃到撑建议傍晚去 夜景绝美还能避开人流二不要南京东路全国统一的步行街 节假日人挤人要去淮海中路潮人聚集地TX淮海K11逛到腿软网红店扎堆 随手一拍都是大片详细攻略看我主页置顶三不要外滩人挤人旅游团多到怀疑人生要去苏州河滨本地人私藏的""塞纳河畔""邮政博物馆+乍浦路桥超出片2元轮渡直达陆家嘴 三件套随便拍四不要东方明珠门票贵还要排长队要去朵云书院52层高空书店 一杯咖啡钱看全景记得提前3天预约窗边位超抢手五不要外滩观光隧道50块看个寂寞 纯纯大冤种要坐浦江轮渡2块钱的快乐日落时分美到哭东金线/东复线都超值这些坑我都帮你们踩过了跟着玩绝对不踩雷还有什么想知道的评论区问我呀",8,"朱家角古镇,小桥流水,地道美食,夜景绝美",,,,,,,,,,,
[打卡R]青浦区朱家角古镇完全配得上将近6小时的通勤我在闵行又出片又便宜五一期间去人挺多平日里应该会少些[红包R]关于花销1 坐船17号线朱家角站出站后 旁边就有船可以直接进古镇 30一人 一路风景挺不错的 特别是可以拍到P2的拱桥 推荐[点赞R]景区内的船略贵 200一艘 一艘最多6人 可以自己和其他游客拼2 吃饭古镇内有很多平价餐厅 网上也有团购 人均50可以吃的很不错其他小吃摊同质化严重 价格也非常贵 按需购买吧镇内也有很多奶茶/快餐店 麦麦 悸动 小杨生煎 食其家3 路线古镇不大 边走边拍+吃饭 六小时绰绰有余 所以推荐把整个古镇全都扫一遍hhhh,1,,,,,,,,,,,,
终于打卡了朱家角这家有特殊仪式感的民宿住在这里仿佛穿越回到了古代走在古镇里一瞬间时光倒流~-中式风设计美到想哭一进门就被这古色古香的装修吸引住了每个细节都处理得超级到位房间里还准备了满满的水果和饮料连洗漱包也格外讲究简直完美-摇船接送服务仪式感满满最喜欢这里的摇船接送服务早晨坐船去别院吃早餐阳光洒在河面上简直是惬意爆表服务人员超级热情每次都亲切地打招呼-娱乐设施丰富到爆小院子不光漂亮还有各种娱乐设备小朋友们在院子里玩得不亦乐乎还有评弹表演简直是全家人的娱乐天堂-位置上海青浦区西井街图文已授权@自由旅行家 请不要误判,10,"古镇,时光倒流,中式风设计,古色古香,细节,水果,饮料,洗漱包,摇船接送服务,仪式感,阳光,河面,惬意,服务人员,热情,娱乐设施,小院子,评弹表演,全家人的娱乐天堂,位置,上海青浦区西井街",,,,,,,,,,,
 地址青浦区-朱家角镇课植园路555号 交通地铁17号线朱家角站5号口出乘坐朱家角旅游专线1510路到朱家角游客中心站下或者1号口出步行1.5公里自驾导航至朱家角西南侧地上停车场停车20元一次这里有充电桩新能源车可充电门票朱家角古镇免费里面有收费的小景点可在乐游朱家角服务号上预约5个景点联票80元3个景点联票60元也可在闲鱼上买便宜[星R]游玩路线朱家角古镇游客中心 课植园 和心园 阿婆茶楼放生桥江南第一茶楼鹤龙美术馆 圆津禅院 城隍庙 大清邮局游览地图图2美食推荐1.角裡朱阿婆小吃館朱家角东井街127号2.吴字坊臭豆腐 课植园路555号3.银杏树阿婆粽北大街262号4.古镇饭庄 北大街336号[星R]游船价格游船有三条线AB两条线为三个景点200元一船C线4个景点300元一船每船最多6个人可以拼船或者包船[星R]景点介绍[气球R]放生桥放生桥是朱家角的标志性建筑建于明代是上海地区现存最古老的五孔石拱桥桥身古朴典雅横跨在漕港河上是游客拍照打卡的热门地点[气球R]课植园课植园是一座典型的江南园林园内布局精巧融合了苏州园林的风格园内有假山池塘亭台楼阁景色优美[气球R]城隍庙朱家角的城隍庙始建于明代是当地重要的宗教场所庙内供奉城隍神香火旺盛[气球R]大清邮局大清邮局是中国最早的邮局之一建于清代现为邮政博物馆馆内展示了中国邮政发展的历史保留了许多珍贵的邮政文物[气球R]圆津禅院圆津禅院是一座历史悠久的佛教寺庙始建于元代禅院依山傍水环境清幽寺内供奉着多尊佛像[气球R] 漕港河游船漕港河是朱家角的母亲河乘船游览可以欣赏到两岸的古建筑和水乡风光感受江南水乡的独特魅力[气球R] 涵大隆酱园涵大隆酱园是朱家角著名的老字号酱园已有百年历史[气球R] 朱家角民俗博物馆博物馆展示了朱家角的民俗文化和传统手工艺包括纺织陶艺木雕等,8,"放生桥,课植园,城隍庙,大清邮局,圆津禅院,漕港河游船,涵大隆酱园,朱家角民俗博物馆,标志性建筑,江南园林,宗教场所,邮政博物馆,佛教寺庙,水乡风光,古建筑,民俗文化,传统手工艺",,,,,,,,,,,
朱家角在上海话里读音像zi ga gao于是取名叫阿滋水平有限设计了一个朱家角的ip形象家人们朋友们点点赞涨涨浏览量@朱家角古镇,7,"朱家角,上海话,zi ga gao,阿滋,IP形象,家人们,朋友们,点赞,浏览量,朱家角古镇",,,,,,,,,,,
回首看 江南水乡风犹在望过往 人间皆是烟火情是岁月柔情里的点点微光啊把古镇古村里的历史文化从过去贩卖到如今让我为之动容这十八处风景一眼万年 全是好光景-2023年我去过最美的古镇古村1南浔古镇南浔 南巡  简单不单调的水乡古镇-2书圣故里江南烟雨 纯朴风情满满的小桥流水人家-3溪上村许光汉同款秋千地 万安桥是绝佳机位-4安昌古镇特色乌篷船一定要坐 民土风情很浓厚-5西塘古镇夕阳西下里的西塘 美不胜收-6乌镇超有名气的古镇之一 乌镇戏剧节你肯定听过-7同里古镇古韵风很正的民风古镇_8廿八都古镇江湖感满满的古镇 在古镇的亭子上 能看到全景-9丽水松阳村子超级有年代感 非常宝藏 四季都非常适合去-10渔港古城充满文化创意的古渔小镇 玩的小景点很多-11葛仙村仙侠世界里的世外桃源 白天夜晚都好看-12婺女洲亭台楼阁的风姿卓越 不能错过的灯光秀与打铁花-13景德镇拥有瓷都之乡的美誉 艺术内涵浓厚-14阳产土楼金黄色包围的古老村落与晒秋人家 暖阳下的土楼显得格外有生机-15西津渡镇江市三山一渡中的一渡 可以一眼看万年-16瑶里古镇惬意斑斓的悠悠古镇 超级有诗情画意-17徽州古城中国四大古城之一 徽派建筑风格独特别致-18篁岭年代久远的古老文明 婺源里绝不能错过的景点-古镇古村的淳朴民风是古往今来一直在延续的经典待腻了车水马龙的城市 这些古村镇适合小住几天,1,,,,,,,,,,,,
从朱家角地铁站出来后一路走一路拍这次没有走祥凝浜路去朱家角古镇2号门而是先走珠溪路然后右向东走参考图6老夫妻的位置一路上经过福星桥与中和桥并在桥上拍照最后进入古镇景区内拍摄一些照片,6,"朱家角地铁站,祥凝浜路,朱家角古镇,珠溪路,福星桥,中和桥,古镇景区",,,,,,,,,,,
我是第一次去朱家角第一个感觉就是宁静的建筑和慢慢流淌的水拿着相机慢慢跟着水走这次没走完主要人还是很多的没办法拿着相机去挤人群也许也错过很多好看的照片但还有下次很喜欢这里的布局前面全都是古镇建筑走到底是现代商区不多但够用星巴克manner快餐当然前面古镇沿河都有餐厅微晴的天来这里的话如果你仔细找会有很多像电影的场景,8,宁静,建筑,水,相机,古镇建筑,现代商区,星巴克,manner,快餐,餐厅,微晴,电影场景
探寻上海朱家角古镇的历史文化宝藏还有创意无限的无名工作室 NONAME STUDIO 朱家角古镇历史悠久早在宋元时期就已形成集市它见证了岁月的变迁承载着无数的故事古镇的建筑风格独具特色白墙黑瓦的明清建筑错落有致地排列在河道两旁这些古老的房屋仿佛在诉说着过去的辉煌与繁荣纵横交错的河道是朱家角古镇的一大特色在古代这些河道是重要的交通枢纽连接着各地的商贸往来如今它们依然静静地流淌为古镇增添了一份灵动之美古镇还孕育了丰富的文化这里曾是文人墨客聚集之地留下了许多诗词佳作走在古镇的石板路上仿佛能感受到当年的文化氛围民间艺术在这里也得到了很好的传承剪纸刺绣竹编等传统手工艺让人惊叹于古人的智慧和创造力美食文化同样源远流长扎肉阿婆粽芡实糕等特色小吃不仅味道鲜美更是古镇历史文化的一部分作为最早入驻到朱家角古镇内工作室之一的无名工作室NONAME STUDIO我们把废弃的旧工厂改造成新的艺术中心这里充满了创意和艺术家的灵感通过都市艺魂我们把这些历史遗迹注入新的生命将它们改造成创意有趣的艺术社区中心来看看我们改造后的变化加入我们一起发掘更多隐藏宝地,10,"历史文化宝藏,创意无限,无名工作室 NONAME STUDIO,朱家角古镇,历史悠久,宋元时期,岁月的变迁,故事,建筑风格,白墙黑瓦,明清建筑,河道,交通枢纽,商贸往来,灵动之美,文化,文人墨客,诗词佳作,石板路,民间艺术,剪纸,刺绣,竹编,传统手工艺,智慧,创造力,美食文化,扎肉,阿婆粽,芡实糕,特色小吃,历史文化,废弃的旧工厂,艺术中心,创意,艺术家,灵感,都市艺魂,历史遗迹,生命,艺术社区中心",,,,,,,,,,,
国庆今天阳光明媚 适合闲逛发呆本是去青浦阿特麦文创园参观,6,"国庆,阳光明媚,适合,闲逛,发呆,青浦阿特麦文创园,参观",,,,,,,,,,,
地理位置中国上海上海城西的中国知名水乡古镇朱家角隶属品牌国内顶级度假酒店品牌安麓设计团队由国宝级古建匠人澳大利亚灯光设计团队The Flaming Beacon与马来西亚建筑及室内设计师冯智君先生进行设计整个酒店以被誉为明代江南第一官厅的五凤楼及晚清戏台为核心来布局进门后左手边是一座始建于晚清的古戏台戏台前的两棵宿根美女樱每年春天特别养眼古戏台梁柱之间的雀替均为精致的木雕蟠龙金柱如伞如盖的藻井使整个戏台富丽堂皇右手边则是经由数百名国宝级老工匠修复数年时间才得以修缮完成的五凤楼被誉为明代古建江南第一官厅是酒店大堂的所在地朱家角安麓的客房皆以阁命名有着雅致的中式人文情怀酒店客房共35套最小的面积都有120平方米之阔绰四种阁各具特色静矗于联排别墅中皆独门独户给人以尊贵感水疗房的走廊十分惊艳两侧分别以中国书法和中国画作为装饰处处彰显文化韵味酒店的水疗中心充斥着非常浓郁的泰式风情水疗手法传承自地道泰国芳疗在这里找到身心的契合,9,"地理位置,中国,上海,上海城西,水乡古镇,朱家角,国内顶级度假酒店品牌,安麓,国宝级古建匠人,澳大利亚灯光设计团队,The Flaming Beacon,马来西亚建筑及室内设计师,冯智君,五凤楼,晚清戏台,明代江南第一官厅,古戏台,宿根美女樱,春天,雀替,木雕蟠龙,金柱,藻井,富丽堂皇,数百名国宝级老工匠,修缮,酒店大堂,客房,阁,中式人文情怀,35套,120平方米,静矗,联排别墅,独门独户,尊贵感,水疗房,走廊,中国书法,中国画,文化韵味,水疗中心,泰式风情,水疗手法,地道泰国芳疗,身心的契合",,,,,,,,,,,
可能是小镇情节也可能是其独有的古镇烟火气看到朱家角的第一眼就击中了我小桥流水农家小宅也许每个沪漂都能在这里找到几分家乡的熟悉的气息才想起好久没回家了,9,"小镇情节,古镇烟火气,朱家角,小桥流水,农家小宅,家乡,熟悉的气息",,,,,,,,,,,
地点: |青溪古镇^地址: 上海奉贤区2675号门票: 免费上海古镇不少但青溪古镇不愠不火虽不收门票不过远离市区不通地铁且商业开发一般所以人流不多人少的好处是可以从容拍照拍照tips:1尽量挑晴天傍晚天色还没全黑深蓝色夜空与灯光互为映衬2 尽量在河边拍夜景建筑倒影在水面还有游船穿梭很有意境,7,"青溪古镇,不愠不火,人少,从容拍照,河边拍夜景,建筑倒影,水面,游船穿梭,意境",,,,,,,,,,,
街角不经意间的一盆绿植屋顶袅袅升起的炊烟阳台上随风摇曳的衣物还有街边让人垂涎欲滴的美食难怪连上海本地人都对它情有独钟-地址上海青浦区课植园路555号轻松get-交通攻略地铁17号线朱家角站1号出口下车走个1.5公里就到了或者5号出口出来搭个1510路旅游专线直达景区门口还可以从1号口出站后直接乘船进入古镇感受水乡的浪漫自驾路线导航至朱家角古镇1号口或2号口停车场等你来停下-门票信息无需门票全天免费开放哦不过景区内有些小景点要收费可以买60元的联票包含课植园和心园鹤龙美术馆超值-我的游玩路线从1号口出发一路走一路拍课植园的古色古香和心园的精致典雅放生桥的壮观宏伟泰安桥的陡峭独特圆津禅院的宁静致远北大街的繁华热闹廊桥的韵味十足朱家角城隍庙的神秘庄严还有朱家角大清邮局的复古风情每一处都让我流连忘返-手摇船体验古镇里多个码头等你上船感受水波荡漾的惬意-美食打卡说到朱家角怎能不提那些让人回味无穷的美食呢肉粽的香糯扎肉的鲜美螺丝的鲜辣酒酿的甘甜绿豆糕的细腻每一口都是上海的滋味,1,,,,,,,,,,,,
皇家郁金香酒店就在朱家角古镇旁边,5,,,,,,,,,,,,
第二届朱家角汉风奇妙夜正式开启汉服花船古楼........船在水上行人在画中游ADD朱家角古镇交通地铁17号线朱家角站,7,"汉服,花船,古楼,水上,画中游,朱家角古镇",,,,,,,,,,,
年初六决定带狗狗去朱家角玩一圈 要去的话建议能早就早点停车会方便一点今天早上十一点到景区已经需要去外面马路边上停车了刚开始人流量不算特别多走走停停天气蛮好悠闲舒适度拉满能充分感觉到水乡古镇的景致朱家角古镇是免预约免门票费在景区门口扫码去小程序上领一个电子门票就能扫码进园区了可能因为过年人流量太大了今天到闸机也不需要扫码直接让我们进了古镇挺大的一圈逛下来走走停停花了4个小时中途还在瑞幸买了两杯咖啡坐了20分钟店里暖气烘得狗子都睡着了[笑哭R]朱家角商业化特别严重走过一个转角放眼望去奈雪的茶星巴克瑞幸咖啡棒约翰麦当劳DQ里面还有两家撸猫馆猫猫都在门口晒太阳特别乖巧下午3点半出朱家角那个时候人流量已经爆多了走路只能一点一点慢慢挪出去出去路过一家朴素的面馆看了眼招牌河鲜面68一份默默选了猪肝面24r价格还行面也不错心满意足回家,8,"天气蛮好,悠闲舒适度拉满,水乡古镇的景致,免预约免门票费,电子门票,景区挺大,商业化特别严重,奈雪的茶,星巴克,瑞幸咖啡,棒约翰,麦当劳,DQ,撸猫馆,猫猫都在门口晒太阳,河鲜面,猪肝面,价格还行,面也不错",,,,,,,,,,,
晴天的古镇像单独开了滤镜,7,"晴天,古镇,滤镜",,,,,,,,,,,
同里位于苏州太湖之畔古运河之东属于江苏省苏州市吴江区建于宋代至今已有1000多年历史同里古名富土唐初称铜里宋建镇改为同里同里镇有三多名人多明清建筑多水桥多同里镇为江南六大著名水乡古镇周庄同里甪直西塘乌镇南浔之一为五个湖泊所环抱川字形的15条小河将镇区分割成七个小岛而49座古桥又将其连成一体形成水巷小桥多人家尽枕河的独特景观是江南典型的小桥流水人家的水乡古镇2003年同里古镇被列入第一批中国历史文化名镇名单2010年被国家旅游局评定为5A级旅游景区同里是个文化古镇出过很多名人自宋代至清末先后出过状元1名进士42名文武举人93人深厚的文化底蕴自然造就了丰富的文物古迹单是保存完好的明清建筑就达6.5万平方米占古镇总建筑面积的61%在街道之间弄堂较多如尤家弄仓场弄西弄等镇中至今还保留着不少明清建筑如退思园崇本堂嘉荫堂耕乐堂环翠山庄三谢堂侍御第卧云庵城隍庙尚义堂等园林和古建筑同里最出名的景点当属一园两堂三桥一园指退思园两堂指嘉荫堂和崇本堂三桥指太平桥吉利桥和长庆桥除此之外另外还有全国重点文物保护单位耕乐堂等也值得一看其门洞西侧上方刻有得返自然四个大字正是对耕乐园最好的诠释退思园位于同里镇东溪街建于清光绪十一年至十三年园主任兰生退思园是一座私家花园取左传中进思尽忠退思补过之意全园以水为主贴水而筑全园简朴淡雅水面过半景色宜人退思园集清代园林建筑之长园内的每一处建筑既可独自成景又与另一景观相对应具有步移景异之妙堪称江南古典园林中的经典之作2000年联合国教科文组织世界遗产委员会将退思园作为苏州古典园林扩展项目列入了世界遗产名录同里镇内街巷逶迤河道纵横因而也就留下了众多建于宋以后各个朝代的古桥40多座其中著名的成品字形架设在河道上的三桥太平桥吉利桥长庆桥是昔时同里婚嫁花轿必经之桥象征着吉祥和幸福同里人家添丁婚嫁做寿都有走三桥的习俗祈求太平美满吉利据说镇上凡逢老人六十六岁生日午餐后必定也去走三桥以图吉利,1,,,,,,,,,,,,
古色古香的井亭保留了原始的三进式宅院砖木结构镂空雕饰一步一景江南之美在这里被很好的诠释了这里还有自己的游船接送住客别院早餐围炉煮茶仿佛像古人一般的隐居生活.井亭民宿地址上海朱家角西井街56号,10,"古色古香,原始,三进式宅院,砖木结构,镂空雕饰,一步一景,江南之美,游船接送,住客别院,早餐,围炉煮茶,隐居生活",,,,,,,,,,,
做一个朱家角古镇的小小粗略版路线图放在了图9[打卡R]主要的功能就是可以不走回头路便能经过大部分的热门打卡点如课植园/放生桥/圆津禅院/城隍庙/大清邮局因为照片都是不同时期拍的只是做一个简单的参考所以风格不统一一般来游玩的话车子停在1号门游客中心停车场沿着西井街[种草R]走首先映入眼帘的是师傅们划着船从身边经过举办活动时能看到花船图1[打卡R]靠在岸边像从画中驶来船桨在水面掀起层层涟漪从这一刻小桥流水人家的意象得到了具象化到放生桥是观赏夕阳的最佳拍摄点图2[打卡R]站在桥上向远处眺望那温暖的橙红色光芒会有夕阳无限好的感慨以前桥脚下会有很多卖装在小袋子里的鱼的小贩们买来之后便直接将小鱼们放生回河里于是就会有一边放生一边又把鱼捞上来的诙谐场景下桥右拐进入北大街[种草R]最热闹的一条街本质是小吃小东西一条街我平时是不太会走的实在是太拥挤了所以会选择过桥到漕河街[种草R]向上是圆津禅院图3[打卡R]向下则是城隍庙城隍庙到大清邮局这段路上是咖啡喝茶一条街任意一家全是沿河观景位不太会有什么区别不过现在好像特别流行用宠物来吸引顾客所以一路走下来能rua好多只猫猫和狗狗鹦鹉也是数量繁多再往前就是居民区和一些民宿了返回的话按照我箭头指示的右拐过一座小桥开辟一条全新的路线也就是东湖街[种草R]很有文化氛围的地方有卖旧书和画肖像画的店也有不错的吃茶店又过一座桥左转后来到了大新街[种草R]某个小巷子里还有位婆婆会剪影从小时候看到长大再走啊走右转到美周路[种草R]就能看到有四百多年历史的银杏树了图4[打卡R]捡起一片落叶当作书签也是很浪漫的新角里[种草R]是后面新建的现代化区域了但融合在古镇里却没有那么的割裂大概是整体的装修基调很清新的原因我个人最喜欢傍晚时分的朱家角图5&6[打卡R]喝一杯咖啡坐在星巴克的室外或者靠在河边的栏杆上看向放生桥的位置万家灯火让内心十分的温暖和惬意一尺花园是建造在旧时的筒仓上的挺出片的而且有露台可以俯瞰整个古镇的景色时间充沛的话可以去绕一圈朱家角的人力三轮车也是独特的风景线已经很少还有古镇保留了虽然完全没有坐的必要而且也不太实惠但是以前坐的时候觉得还挺拉风的,1,,,,,,,,,,,,
"[看R]江浙沪周边游 [自拍R]我去逛了朱家角古镇[害羞R]个人觉得相对于乌镇[派对R]朱家角门票免费[偷笑R]商业气息相对少很多[吧唧R]有许多当地的居民在日常生活[飞吻R]左邻右舍就是一副生活画[哇R]有爷爷奶奶搬个小凳子[微笑R]在门口摇着扇子坐着[害羞R]有人在树下喝茶聊天 好惬意[派对R]让我忍不住多坐一会儿哈哈哈  我在想 [看R]这边的房价不知道有多贵[满月R][笑哭R]凭着我的三瓜两枣  [害羞R]想在这住下了[汗颜R]要搬多少年的砖[彩虹R]总结了游玩攻略[飞吻R]希望能帮到你[气球R]地址[星R]朱家角古镇游客中心青浦区课植园路555号[气球R]门票[星R]进古镇免费入口扫码就行[气球R]门票及活动预约[星R]公Z号""乐游朱家角""[星R]有部分收费景点可以买套票也可以单独购买[暗中观察R]不感兴趣就没必要买[气球R]交通[一R]地铁17号线朱家角站下[私信R]三种方式进古镇1步行18分钟2打车5分钟3坐船直接到放生桥40[钱袋R]人[二R]自驾有两个停车场 20[钱袋R]次[玫瑰R][玫瑰R][玫瑰R]推荐线路[满月R]朱家角属于上海ZUI大的古镇[哇R]要走很多路的[私信R]注意穿个舒适的鞋子[向右R]朱家角古镇游客中心课植园和心园过桥就是阿婆茶楼沿东井街走到放生桥沿北大街走江南第茶楼鹤龙美术馆酱园过桥圆津禅院城隍茶楼鹤龙美术馆酱园过桥圆津禅院城隍庙大清邮局[玫瑰R][玫瑰R][玫瑰R]美食[星R]FAN咖啡在青浦本地小有名气其他的咖啡点喝茶点拍照都很出片[耶R][拔草R]阿婆粽子我尝了水乡特色的昂刺鱼白米虾都还不错[拔草R]爆肥小酒馆五津菜馆大排档等本地人比较爱去[玫瑰R][玫瑰R][玫瑰R]值得打卡点[一R]圆津禅院这里视野相对开阔可以看来来往往的游船还有好多鸟盘旋着盯着水面准备抓鱼[二R]大清邮局院子很有感觉是文创中心可以盖章[三R]课植园原名马家花园 中西合璧的庄园式私家花园 看着好大气[四R]和心园小小一个门里面别有洞天  园林景致不输苏州[五R]放生桥上海地区现存ZUI大ZUI长的五孔石拱桥[doge]在码头处可以拍到全景[庆祝R][庆祝R][庆祝R]最好住两天[烟花R]夜晚也很好逛[太阳R]希望我的分享对你有用[樱花R]祝大家天天开心[樱花R]",9,"朱家角,门票免费,商业气息少,当地居民,日常生活,生活画,爷爷奶奶,小凳子,门口,扇子,树下喝茶聊天,惬意,房价,住下,游玩攻略,地址,游客中心,课植园路,门票,进古镇免费,扫码,公Z号,乐游朱家角,收费景点,套票,单独购买,交通,地铁17号线,朱家角站,步行,打车,坐船,放生桥,自驾,停车场,推荐线路,上海ZUI大古镇,舒适鞋子,朱家角古镇,课植园,心园,阿婆茶楼,东井街,北大街,江南第茶楼,鹤龙美术馆,酱园,城隍茶楼,圆津禅院,城隍庙,大清邮局,FAN咖啡,青浦本地,咖啡点,喝茶点,拍照,阿婆粽子,水乡特色,昂刺鱼,白米虾,爆肥小酒馆,五津菜馆,大排档,本地人,圆津禅院,视野开阔,游船,鸟,大清邮局,文创中心,盖章,课植园,马家花园,中西合璧,庄园式私家花园,和心园,园林景致,苏州,放生桥,五孔石拱桥,码头,全景,住两天,夜晚,分享,天天开心",,,,,,,,,,,
新场古镇始建于南宋至今已经有八百多年新场缘于当年的老盐场下沙盐场南迁至此形成的新盐场时至今日古镇依旧保持着相当完整的江南水乡风貌石板路石拱桥石牌坊随处可以感受到岁月的沉淀电影色戒叶问的取景地电视剧三十而已王曼妮的老家以三世二品坊为界北边全是各色小吃南边有历史文化陈列馆郑宅张宅崇修堂若想避开游客可以右转离开主街来到后面的临河小路别有一番风景图16都是在次拍摄,8,"古镇,江南水乡风貌,石板路,石拱桥,石牌坊,岁月,电影色戒,叶问,取景地,电视剧三十而已,王曼妮,三世二品坊,小吃,历史文化陈列馆,临河小路,风景",,,,,,,,,,,
