评论,打分,积极评价要素词汇_1,积极评价要素词汇_2,积极评价要素词汇_3
上海 & 绍兴 五天四晚三- 5天4晚行程安排 - DAY1??    大连-- 上海DAY2??    上海DAY3??    上海--绍兴DAY4??    绍兴DAY5??    绍兴--上海--大连 -  具体行程安排  - DAY 4??出发地绍兴仓桥直街出发时间8:00出行交通自驾??目的地东湖/ 昂桑湖/安昌古镇酒店花筑-绍兴五十七号院民宿DAY 5??出发地绍兴仓桥直街出发时间15:00出行交通自驾目的地上海浦东机场到达时间17:00游玩景点DAY4?? 1. 东湖风景区2. 昂桑湖3. 安昌古镇DAY5?? 1. 兰亭景区打卡景点1?? 东湖风景区门票50  游船40四个人一艘船开放时间提前咨询游玩时间1.5小时壁立千尺路隘难通大舟人洞坐井观空勿谓湖小天在其中绍兴东湖位于绍兴古城东南6公里处以峭壁岩洞石桥湖面奇景而闻名是浙江省三大名湖之一东湖虽然规模不大但因其奇石奇洞所构成的奇景使其成为旅游胜地湖内有陶公洞仙桃洞等景点碧潭岩影空谷传声景色奇绝号称天下第一水石盆景东湖还富有历史意义陶成章鲁迅等文化名人都曾到过东湖2??  昂桑湖门票免费开放时间全天游玩时间1h绍兴犭央犭茶湖上古纤道错过了柯桥区古纤道就来越城区的犭央犭茶湖奇奇怪怪的名字这两个字念作ang sang也有替代表达昂桑湖源于绍兴的方言发音是一种大伙儿熟知的鱼类黄辣丁这个湖是绍兴最大的淡水湖因盛产犭央犭茶鱼而得名是沟通南北两岸交通和船只躲避风浪的通道犭央犭茶湖避塘3?? 安昌古镇门票1免费开放时间全天游玩时间2小时漫步在古镇的石板路上河道两旁的建筑古朴典雅人头攒动烟火气十足与那些充满商业气息的古镇不同安昌古镇更多地保留了原生态的韵味DAY 5??1?? 兰亭景区门票70开发时间8:00-17:00游玩时间2小时兰亭景区是一个充满文化底蕴和自然美景的地方无论是书法爱好者还是普通游客都能在这里找到属于自己的乐趣,7,"安昌古镇,原生态,烟火气,古朴典雅,石板路,河道,建筑,商业气息",,
去了绍兴走了走去了一下安昌古镇也算风格明显还不,6,风格明显,,
2日安排6月15日6月16日:上海?盐帮十八渡?度假庄园?安昌古镇???上海??盐帮十八渡由来:在绍兴新昌有一条充满故事的古道当年私盐贩子为躲避官府追查在冷山僻壤踩出的便道称盐帮古道一路上沿溪江而行大大小小的溪流纵横交错有渡口十八个所以这里还有一个名称叫盐帮十八飞渡全程5:里家溪村?赤岩村第1??天:我们从里家溪村出发开始穿越十八个渡口全程平坦石板路没有爬升沿着溪流来回穿越十八个渡口每个渡口都有一个好听的名字或浅滩或汀步或石桥菩提渡桃花渡飞石渡等等P4-P7人在渡上走水在脚下流清澈的溪流与两岸苍翠的山林相映衬仿佛一幅江南水墨画卷在17渡有家小卖部和餐饮住宿(P 9还能看到鹅鹅们在溪上惬意的洗澡??酒店:走完十八个渡口抵达赤岩村大巴车会在这里等我们带我们回酒店吃晚餐看电影(P11)我们包下了酒店VIP影院带上狗狗一起观看精彩的电影第2??天睡到自然醒享用早餐带着狗狗在庄园里漫步呼吸新鲜空气享受富氧的味道乘车前往安昌古镇P12在这里寻找古镇各种特色美食摄影师在古镇拍美美的照片有兴趣的可以换上汉服乘坐乌篷船游览拍照返程回上海喽,9,"古镇原貌,商业水平不高,童年的梦",,
?? 江浙沪清明小长假这5个绝美古镇人少景美超好拍??清明假期不想人挤人江浙沪宝藏古镇清单来啦青石板路小桥流水糯叽叽美食一键解锁江南春日限定浪漫?? 推荐古镇TOP51?? 绍兴安昌古镇?? 特色原生态水乡几乎没有商业化腊肠酱鸭挂满廊棚烟火气十足?? 打卡点仁昌酱园舌尖上的中国取景地乌篷船摇曳水巷?? 必吃安昌印糕酒酿馒头扯白糖2?? 湖州南浔古镇?? 特色中西合璧的豪门古宅人少清静夜游超有氛围?? 打卡点百间楼张石铭旧宅玻璃雕花绝美小莲庄?? 必吃双浇面爆鱼+酥肉浔蹄定胜糕3?? 嘉兴西塘古镇?? 特色清明正逢汉服文化周穿汉服免门票夜景酒吧街超热闹?? 打卡点烟雨长廊送子来凤桥樱花庭院春季限定?? 必吃管老太臭豆腐芡实糕油墩子4?? 苏州黎里古镇?? 特色冷门到哭吴江小众古镇保留明清原貌适合发呆放空?? 打卡点柳亚子故居廊棚下喝阿婆茶?? 必吃油墩子辣鸡脚套肠5?? 宁波前童古镇?? 特色活着的古镇村民依旧浣衣做饭八卦水系超独特?? 打卡点鹿山俯瞰全景童氏宗祠手工豆腐坊?? 必吃前童三宝老豆腐空心腐香干?? 旅行小贴士?? 建议早起8点前或傍晚游玩避开人流高峰?? 部分古镇需门票提前某团/高德购票更便宜?? 穿搭推荐新中式汉服浅色系连衣裙搭配油纸伞更出片这个清明一起躲进江南古镇的温柔里吧 ??**?? 评论区提问秒回关注我解锁更多小众玩法**,9,"古镇原貌,商业化水平不高,特色,烟火气,中西合璧,人少清静,夜游氛围,清明汉服文化周,穿汉服免门票,热闹,冷门,明清原貌,适合发呆放空,活着的古镇,村民浣衣做饭,八卦水系超独特",,
对就是节假日人爆满的安昌古镇?? 但后段蕞淳朴的小街巷???商业化段没??人??拍因后半段相对集中景点没那么多须自己发掘体会但于我而言却更少商业化和故意营造反而还原了古镇本身不加修饰的面貌??位置浙江省绍兴市柯桥区安昌古镇??交通带小宝宝建议绍兴市内自驾约半小时??程若不想考虑节假日停车打车即可???停车免费节假日建议反向西街停车场进入避开正门人流高峰???取景点参考机位后街段机位请参考图和图错开人群在蕞原貌的古镇还是能安静出片的前面人头窜动也能抓拍部分近身?????美食古镇沿街小吃都挺不错可以边吃边买边逛值得一提的是孝店王酒酿馒头虽然排队真的很长很长但到手胡乱买了一通都是很好吃的很有自己的特色特色酱油上过舌尖拍摄的仁昌园酱油可以??参观他们的工坊??注??里面收费景点门票收费都不便宜且人巨多感觉略有做作非深度游可以只挑选部分特别感兴趣的入即可,1,"古镇原貌,商业化水平不高,还原,本身不加修饰的面貌,免费,机位,特色,舌尖,工坊",,
每年都会来古镇走走感受一下这深深的烟火气息~,9,"古镇,烟火气息",,
"在绍兴南部山区有一处世外桃源一王坛镇这里是一个充满自然美景和文化底蕴的地方地处小舜江源头保护区域被誉为""清水摇篮养生福地"".王坛的美可以用山水画卷来形容这里的水资源丰富是生态之魂也是王坛""美""出圈的法宝.王坛镇以其独特的自然风光和深厚的舜文化著称.",10,"世外桃源,自然美景,文化底蕴,小舜江源头,保护区域,清水摇篮,养生福地,山水画卷,生态之魂,舜文化",,
元旦放假一天从杭州开车1小时来这玩满街都是腊肠酱鸭年味氛围浓厚到没话说不愧是被国家地理推荐 上过央视的尤其坐乌篷船逛古镇能把两岸人家的烟火气尽收眼底在岸上看着乌篷船穿梭在河里的风景也别有一番风味??定位绍兴安昌古镇??导航安昌古镇停车场??门票免费里面的几个展馆需要另买门票,9,"腊肠,酱鸭,年味,氛围,国家地理,央视,乌篷船,两岸人家,烟火气,河里,风景,安昌古镇,门票免费",,
江浙沪古镇团建古镇定向-吃吃喝喝的团建已经OUT了??来点不一样的体验真人NPC互动+综艺同款寻宝江浙沪古镇?全员穿越到古代江湖沉浸式团建体验hr姐妹们快快收藏??苏州同里古镇我本无意入江南奈何江南入我心??苏州周庄古镇被国家地理评为江南第yi水乡有多绝??苏州木渎古镇皇上下江南必打卡融合江南园林的柔美与北方园林的豪迈??嘉兴乌镇古镇垂满蓝染布的染坊随风而动的染布拍照??嘉兴濮院古镇有唐宋风貌的西式教堂的还有民国风的剧院??嘉兴西塘古镇以其保存完好的明清建筑烟雨长廊和宁静的水乡风情闻名??湖州南浔古镇白墙黑瓦碧水潺潺十足的烟火气??上海朱家角古镇青浦小威尼斯青浦古镇团建好去处??绍兴安昌古镇这里的乌篷船和静谧的水乡景致简直是心灵的最佳慰籍??团建方案流程0900 | 出发目的地1000 | 破冰分组+规则讲解1100 | 古风换装+小镇游览1200 | 特色午餐1300 | 古镇美食打卡1600 | 多线任务+趣味挑战1700 | 活动复盘颁奖合影??1730 | 返程??更多,1,"江浙沪古镇,真人NPC互动,综艺同款寻宝,古代江湖沉浸式团建,苏州同里古镇,无意入江南,奈何江南入我心,苏州周庄古镇,国家地理,江南第yi水乡,苏州木渎古镇,皇上下江南,江南园林,北方园林,嘉兴乌镇,古镇垂满蓝染布,染坊,随风而动的染布拍照,嘉兴濮院古镇,唐宋风貌,西式教堂,民国风剧院,嘉兴西塘古镇,明清建筑,烟雨长廊,宁静水乡风情,湖州南浔古镇,白墙黑瓦,碧水潺潺,烟火气,上海朱家角古镇,青浦小威尼斯,绍兴安昌古镇,乌篷船,静谧水乡景致,心灵最佳慰籍",,
绍兴安昌古镇|藏在江南的烟火诗篇如果说江南是一首诗那安昌古镇便是诗中最动人的篇章这里是岁月沉淀的温柔乡是人间烟火的真实写照,10,"安昌古镇,诗,岁月沉淀,温柔乡,人间烟火,真实写照",,
江南水乡安昌古镇,6,"江南水乡,安昌古镇",,
江浙沪9??城路线攻略合集来喽车费??126南京??扬州??镇江??常州??苏州??上海??嘉兴??杭州??绍兴??南京古鸡鸣寺?夫子庙?鼓楼公园?玄武湖?紫金山天文台?江宁织造博物馆?南京博物馆?长江大桥?南京眼?侵华日军南京大屠杀遇难同胞纪念馆?云锦博物馆??扬州大明寺?瘦西湖?观音山?扬州八怪纪念馆?文昌阁?扬州双博?大运河博物馆?荷花池?江主席故居?朱自清故居?何园?皮市街?彩衣街??镇江西津渡?金山?金山文化博览园?天下第一泉?北固山?镇江博物馆?焦山?茅山?醋文化博物馆??常州新龙生态林?迪诺水镇?中华恐龙园?常州博物馆?紫荆公园?青果巷?半山书局?明城墙?瞿秋白纪念馆?运河五号 三堡街?环球港龙眼摩天轮?宝塔禅寺?常州古运河??苏州拙政园?狮子林?寒山寺?苏州博物馆?平江路?耦园?金鸡湖?东方之门?双塔市集?七里山塘?沙溪古镇?盘门景区?周庄??上海豫园?徐家汇天主教堂?朱家角古镇?外滩?东方明珠?上海博物馆?迪士尼乐园?南京路步行街?新天地?陆家嘴?思南公馆?城隍庙?M50创意园??嘉兴乌镇?月河老街?梅湾街?西塘古镇?南浔古镇?嘉兴南湖?乌村?子城遗址公园?南湖革命纪念馆?嘉兴博物馆??杭州西湖?灵隐寺?法喜寺?京杭大运河博物馆?浙江美术馆?中国丝绸博物馆?江南水乡博物馆?中国茶叶博物馆?跨湖桥遗址博物馆?桥西四街四大博物馆?拱宸桥?湖滨银泰?净慈寺?杭州植物园?象山艺术公社?河坊街?南宋御街?五柳巷?城隍阁??绍兴鲁迅故里?和桥古镇?黄酒博物馆?绍兴越国文化博物馆?沈园?周恩来纪念馆?蔡元培故居?绍兴博物馆?仓桥直街?徐渭艺术馆?青藤书屋?秋瑾故居?香炉峰?八字桥?书圣故里?安昌古镇?兰亭景区??景点很多任君挑选,7,"新市古镇,古建筑群,传统手工艺,民俗文化,自然风光,历史遗迹,特色小吃,宁静氛围,原汁原味,文化底蕴",,
市井中繁华处最人间今年Bryan走过了许多街巷感受到了不同地域的风土人情万人空巷的盛会车水马龙的集市大山深处的古村每处都令人万分难忘也许生活就是这样一半人间烟火一半诗和远方??Bryan精选了18个宝藏地点在这里分享给你??照片说明??图1.??泉州通淮关岳庙正月初五迎财神寺庙香火不断图2.??泉州西街开元寺海上丝路起点红砖古厝的世遗之城图3.??黄山汪满田鱼灯元宵民俗文化令人热泪盈眶的盛会图4.??福州长乐游神闽东地区民俗活动热闹非凡图5.??西安古城中轴线长安车水马龙跨越千年的历史回响图6.??武汉粮道街得胜桥黄鹤楼经典打卡机位宝藏小巷图7??嘉兴西塘古镇红尘客栈风似刀骤雨落宿命敲图8.??绍兴安昌古镇师爷故里跨越千年的人间烟火气图9.??甘孜色达五明佛学院天上佛国万家灯火化作渺渺星河图10.??阳朔兴坪古镇渔舟唱晚桂林山水的巅峰时刻图11.??黔东南肇兴侗寨大山深处的避世侗寨原生态古村图12.??威海海源公园合庆码头海边的海鲜市场海岸上的烟火气图13.??婺源李坑诗中小桥流水人家的具象化图14.??婺源篁岭江南西道田园丰收的烟火气图15.??重庆朝东路来福士古今同辉赛博朋克式的街道图16.??长沙文运街街头感十足的市井小巷图17.??厦门八市霓虹绚烂海滨城市的老街图18.??苏州山塘街夜未央江南水乡的烟火人间,10,"市井,人间,风土人情,盛会,集市,古村,人间烟火,诗和远方,宝藏,香火,海上丝路,红砖古厝,世遗,鱼灯,民俗文化,游神,中轴线,历史回响,打卡,小巷,红尘客栈,人间烟火气,佛国,星河,渔舟唱晚,山水,巅峰时刻,避世侗寨,原生态古村,海鲜市场,烟火气,小桥流水人家,田园丰收,赛博朋克,市井,霓虹,老街,夜未央,水乡",,
标题党了绍兴安昌古镇年味越来越近了春节的气息悄悄来临绍兴安昌古镇?,6,古镇原貌,商业水平不高,童年的梦
它就是酱油-天气渐冷?又到了绍兴人开始做酱货的时候尤其是走在安昌古镇????到处都飘满了酱香味~而这些美味??就来源于仁昌酱园里独特的制作技艺-??仁昌酱园始建于清朝光绪18年距今已经有一百多年的历史如今被列为浙江省非遗传承基地??-酱园里排列着上百支硕大的酱缸可以零距离参观晒酱制酱过程运气好的话还能见到工人开盖搅拌??-参观完酱园还可以逛逛古镇老街品尝酱货感受安昌特有的水乡风情?-?仁昌酱园???地址环镇南路安昌镇7号安昌古镇内??开放时间07:30-17:30??门票免费-?安昌古镇???地址绍兴市柯桥区安华北路安昌古镇??开放时间全天??门票古镇大门票免费古镇内景点联票40r/人??出行绍兴地铁1号线中国轻纺城站直接打车15分钟抵达或乘坐公交816/805路-,9,"酱香味,仁昌酱园,清朝光绪18年,浙江省非遗传承基地,酱缸,晒酱制酱过程,工人开盖搅拌,古镇老街,酱货,水乡风情",,
DAY1????上海虹桥绍兴北站安昌古镇去酒店放行李??咸亨酒店鲁迅故里沈园??寻味绍兴仓桥直街?安昌古镇绍兴北站可以直接打车去安昌古镇6公里左右早晨去人不多可以逛一逛酱园买一些腊肉司机说他们当地人也会去那里买?咸亨酒店最推荐蚕豆?鲁迅故里需要提前公众号去预约建议有条件的可以请一个解说人很多走马观花看的话没啥感觉?沈园陆游与唐婉邂逅的地方走过去很近园子里有很多诗词碑刻适合拍照?寻味绍兴吃饭很多人排队建议提前拍下取号二维码线上取号?仓桥直街晚上有很多的小吃可以散步逛一逛看看小桥流水吃吃黄酒棒冰DAY2??周恩来祖居书圣故里阳明故里蔡元培故居黄酒博物馆兰亭景区??黄酒博物馆感觉没什么必要看看了看黄酒的制作以及精美的黄酒瓶子可能因为不感兴趣所以就走马观花对酒文化感兴趣的可以去?兰亭景区王羲之在此写下兰亭集序可以感受他笔下的曲水流觞人不多吹吹风划划船怡然自得DAY3??东湖回上海东湖早晨9点去东湖坐了乌篷船崖壁石桥岩洞与湖面组合成一副和谐的画面总的来说绍兴是一个充满文化底蕴且适合悠闲居住地方数不完的小桥流水青砖黛瓦漫步其中感受江南的诗情画意和人间烟火气,1,"古镇原貌,商业水平不高,童年的梦,小桥流水,人间烟火气",,
安昌古镇你太低调了人少景美烟火气十足关键还免费浙江旅行一定不要错过位于绍兴市的安昌古镇这座建于北宋时期具有千年历史的古镇依河而建北岸为商市南岸是民居水上众多石桥连接两岸有着典型的江南水乡风光和地道的烟火气??具体地址浙江省绍兴市柯桥区安华北路与环镇南路交叉口西北角??门票免费??景美打卡点1??三里街市 沿着河边漫步感受质朴生活气息欣赏古街石桥流水构成的水乡画卷.2??腊肠晾晒区冬季前往可看到河岸边竹架子上挂满腊肠构成独特风景还能品尝购买地道安昌腊肠.3??仁昌酱园作为景点免费开放可参观酱油酿造过程了解传统酱文化感受空气中弥漫的酱香.4??古戏台古镇入口不远有古戏台可免费观看节目感受当地文化特色.??美食推荐安昌糕点扯白糖腊肠黄酒棒冰梅干菜烧肉笋干酒酿馒头等安昌古镇一处宛如遗世明珠的江南水乡漫步其间千年古桥横卧河上腊肠在街边晾晒成独特风景三里街市尽显古朴韵味仁昌酱园飘出岁月的酱香每一处角落都美得让人心醉不论你是逃离城市周末游还是高铁游亦或是路过总之有机会别错过??魔都深度挖掘全国旅行宝藏各种攻略分享??多平台签约作者欢迎关注?,1,"人少,景美,烟火气,免费,千年历史,古街石桥流水,水乡画卷,腊肠晾晒区,仁昌酱园,酱香,古戏台,安昌糕点,扯白糖,腊肠,黄酒,棒冰,梅干菜烧肉,笋干,酒酿馒头,遗世明珠,江南水乡,千年古桥,独特风景,古朴韵味",,
4.5跟朋友绍兴一日游记录??,4,古镇原貌,商业水平不高,童年的梦
??上海出发自驾2.5小时带狗子来打卡绍兴??[星R]带着父母和狗所以这次选了整套的民宿3??天的行程安排放在图[二R]-图[四R]了[看R]??Day.1图[二R]我们是上午11点左右到的直接先去了羊山古城再入住酒店休息片刻去的昂桑湖??瓜渚湖??安昌古镇如果时间来不及可以两个湖选一个或是直接去安昌古镇??Day.2图[三R]上午柯岩风景区下午书圣故里??鲁迅故里??仓桥直街??柯岩景区全程宠物友好客船也能直接带上船不需要额外收费[满月R]??书圣故里和鲁迅故里室内景点宠物不能入内我们就留一个人在外面看狗轮流去参观????Day.3图[四R]府山直街??石井水库??梅坞古道??皂李湖??梅坞古道的时间不够可以不去个人觉得春夏徒步更合适主要也担心狗狗体力??全程景点只有柯岩收费其他都是??的绍兴zf不宣传你糊涂啊[集美R]景美古韵绍兴游性价比也太高了??,1,"羊山古城,昂桑湖,瓜渚湖,安昌古镇,柯岩风景区,书圣故里,鲁迅故里,仓桥直街,府山直街,石井水库,梅坞古道,皂李湖,景美,古韵,性价比高",,
Hey小伙伴们今天带你们走进一个隐藏版的江南水乡绍兴安昌古镇??这里没有乌镇西塘的喧嚣却有着最地道的江南风情和浓浓的生活气息安昌古镇位于绍兴市柯桥区是一座有着千年历史的古镇这里的古桥古街古民居仿佛都在诉说着古老的故事漫步在青石板铺就的小巷两旁是保存完好的明清建筑古色古香仿佛穿越回了那个年代最让人心动的是这里的居民依然保持着传统的生活方式你可以看到老奶奶在河边洗衣服老爷爷在门口晒太阳生活节奏慢得让人羡慕而且这里的特色小吃也是一绝安昌腊肠酱鸭臭豆腐每一样都让人垂涎三尺??如果你厌倦了城市的喧嚣想要寻找一份宁静那么安昌古镇绝对是你的不二之选来这里放慢脚步感受江南水乡的独特魅力吧以上文案由deepseek自主生成但实际上和我想要撰写的大部分一致古镇的停车场很大比较好停车天气好的时候去那里逛逛挺好沿街售卖的大多是小吃且价格都很实惠味道不大踩雷可以放心购入这次没有进入需要收费的景点展览馆那些只逛古镇就已经相当舒适了不过中老年人可能还是会觉得有点商业化浓厚我个人体感是还好?,1,"安昌古镇, 千年历史, 古桥古街古民居, 青石板, 明清建筑, 传统的生活方式, 生活节奏慢, 特色小吃, 安昌腊肠, 酱鸭, 臭豆腐, 停车场大, 沿街售卖, 价格实惠, 味道不大踩雷, 放慢脚步, 江南水乡独特魅力",,
江浙沪周边团建|上海周边团建|公司团建.1?? 安吉??必去云上草原江南天池中南百草园??团建活动竹海徒步+野餐感受大自然的清新??.2?? 绍兴??必去鲁迅故里安昌古镇东湖??团建活动古镇漫步+黄酒品鉴感受江南的慢生活????.3?? 台州??必去神仙居七彩小箬村天台山??团建活动山地探险+海岛露营挑战与放松并存?????.4?? 溧阳??必去天目湖南山竹海御水温泉??团建活动竹海骑行+温泉派对享受慢生活????.5?? 千岛湖??必去天屿山龙川湾啤酒小镇??团建活动皮划艇比赛+湖边露营玩水玩到爽???.6?? 象山??必去象山影视城南田山中国渔村黄金沙滩??团建活动山地探险+海岛露营.7?? 莫干山??必去裸心堡剑池碧坞龙潭??团建活动竹林瑜伽+山间烧烤放松身心两不误????.8?? 桐庐??必去富春江瑶琳仙境大奇山??团建活动山水摄影+篝火晚会拍美照嗨到爆??.??团建活动??关于我们?专注公司团建策划?吃喝玩乐住行门票一站式服务?团建活动我们是专业的好玩不踩雷?全国州团建均可一键安排.私?留下团建加人数可得定制团建方案,8,"古镇原貌,童年的梦,江南天池,云上草原,中南百草园,竹海,大自然,鲁迅故里,安昌古镇,东湖,黄酒品鉴,江南的慢生活,神仙居,七彩小箬村,天台山,山地探险,海岛露营,天目湖,南山竹海,御水温泉,竹海骑行,温泉派对,慢生活,千岛湖,天屿山,龙川湾,啤酒小镇,皮划艇比赛,湖边露营,象山影视城,南田山,中国渔村,黄金沙滩,莫干山,裸心堡,剑池,碧坞龙潭,竹林瑜伽,山间烧烤,富春江,瑶琳仙境,大奇山,山水摄影,篝火晚会",,
"哎呀华南小众宝藏地图居然被你找到了我是荨野一个喜欢酷酷事物的女生跟着我带你寻找不一样的城市路线图鉴???坐标成都我在这里找到了神之围楼同款现实版大鱼海棠椿的家??就藏在洛带古镇里的博客楼-世界的洛带永远的客家洛带古镇坐落于成都东郊是中国西部zui大保存zui完好的客家古镇有着西部客家第一镇的美誉如果你要来成都那么这个客家土楼一定不要错过???游玩路线洛带古镇?五凤楼?博客楼??拍照地??洛带古镇这里被誉为""西部客家第一镇""里面有很多小吃景区很大可以逛一天还可以租汉服穿??博客楼这里可以拍到大鱼海棠的同款土楼共有四层楼一楼纪念品店等二楼客家文化展馆三楼客家家风馆四楼西部文献修复中心暂不对外开放??五凤楼又名凤仪阁高约23.8米共三层是典型的宫廷式门楼是洛带古镇的标志性建筑??门票免费??地铁2号线龙泉驿站再坐公交车到洛带客运中心站下??自驾导航洛带古镇有停车场",9,"华南,小众,宝藏,成都,神之围楼,现实版,大鱼海棠,椿的家,洛带古镇,博客楼,世界,客家,西部,第一镇,客家土楼,五凤楼,小吃,景区,汉服,宫廷式门楼,标志性建筑,门票免费,地铁,公交车,自驾,停车场",,
一直都没有好好写一写去年一年在路上的故事手机相册和电脑都被照片和视频塞满拖拖拉拉断断续续写了一些现在决定打败拖延症把这一年的旅行日记都写出来趁我还没忘记以后回头来看也一定很有意思吧去年觉得工作很没有意义每天都很痛苦所以就勇敢裸辞啦在江南转了一圈和朋友一起从杭州出发去了河西走廊感受西北风光去拉萨第一次踏上雪域高原又南下去了重庆贵阳后面我一个人又去了云南北方又进藏??所以严格来说从兰州到贵阳这一段?尼泊尔是和朋友两个人一起的其他都是一个人的旅行啦.??按照顺序12-1月-无锡 济南 南浔古镇 绍兴 安昌古镇 扬州2月-亳州 徐州 兰州3月-西宁 张掖 嘉峪关 敦煌 拉萨 林芝 重庆 贵阳4月-昆明 建水 丽江 德钦 梅里雨崩 香格里拉 石屏 大理 通海 绍兴5月-定州 保定 石家庄 正定 沈阳 大连 南京6月-湖州摆摊7月-临海 温岭 新市古镇 绍兴 安昌古镇 天台 新昌 苏州8月-杭州 建德 宁海 萍乡 常熟 安吉10月-上海 登封 南昌 合肥 歙县11-12月-拉萨 尼泊尔加德满都 EBC 博卡拉1月-拉萨 大理 曲靖 南宁.应该说是60个地方才对而且有几个是重复去的其实相比于城市我更喜欢去那些没什么游客不是旅游地的县城和小镇反而有时候更有意思慢悠悠的自由自在以前不喜欢出门后面突然有一天冒出了一个人出门旅行的想法就一发不可收拾啦正如我对徒步的喜爱一样??.出行基本靠火车动车住宿也多是青旅当地出行也多是地铁公交和走路但吃上面绝不亏待自己??.希望在年轻漂亮又活力充沛的日子里尽可能多地感受到各地的大好河山与风土人情永远会为不同地方的特色美食跃跃欲试永远会为看到不一样的美丽风景感到惊喜幸福2024年虽然为了面包重新成为打工人但周末还是会出去感受世界的第一步目标就是填满祖国????地图.,1,"新市古镇,童年的梦,江南水乡,原汁原味,古镇原貌,商业化水平不高",,
我更爱这些被遗忘的江南古镇.,9,"被遗忘,江南古镇",,
?江苏??苏州拙政园平江路周庄寒山寺七里山塘??南京音乐台南京博物馆牛首山秦淮河鸡鸣寺?浙江??杭州九溪十八涧西湖灵隐寺法喜寺小河直街??金华诸葛八卦村牛头山双龙洞横店影视城义乌国际商贸城??台州神仙居大陈岛七彩小箬村国清寺括苍山??绍兴鲁迅故里书圣故里柯桥古镇安昌古镇仓桥直街??舟山普陀山东极岛观音法界??嘉兴西塘乌镇南湖景区月河历史街区?上海??外滩南京路步行街豫园城隍庙七宝古镇广富林遗址,6,古镇原貌,商业水平不高,童年的梦
越接近过年就越想去一次充满浓浓年味的地方这下被我找到了??安昌古镇一个年味儿在这里得到了具象化的地方??一走进古镇那些年味的气息就开始飘散出来了哦不那是腊味??河两岸都挂着一串串红彤彤的腊肠??酱鸭鱼干的腊味年货看起来就很有食欲??古街两边是一家家传统的老店卖着各种各样的年货和小吃??屯了绍兴黄酒??和印糕??准备带回去听说这是安昌古镇蕞受欢迎的美食??在街边还吃了扯白糖和酒酿馒头非常好吃值得一品??到了晚上古镇的红灯笼??都亮了起来整个古镇都照得红彤彤??的非常好看年味十足啊??提着灯笼和我朋友走在街上感觉我们也融入到了这浓浓年味里??如果你还没感受到这股浓浓的年味??那就赶紧来古镇逛逛吧会让你不虚此行的?? ,10,"年味, 古镇, 腊味, 腊肠, 酱鸭鱼干, 老店, 年货, 小吃, 绍兴黄酒, 印糕, 掰白糖, 酒酿馒头, 红灯笼, 街头, 朋友, 浓浓年味",,
Hey小伙伴们?? 是不是已经在计划新年的第一场旅行啦??今天介绍的安昌古镇绍兴不仅有历史的沉淀更有浓浓的年味儿保证让你的新年旅行与众不同????现在可以说是安昌古镇一年中年味最浓的时间腊月里整个古镇被红灯笼高高挂起家家户户忙着晒酱鸭挂腊肉空气中弥漫着食物的香气和幸福的味道???? 古镇的市集是年货的天堂手工制品地道小吃还有那些儿时记忆中的小玩意儿保证让你满载而归?? 记得尝尝那刚出炉的糯米糕软糯香甜一口下去年味儿直抵心间??安昌的水上婚礼别具水乡风情所以这里的乌篷船也都保留了婚礼的装饰红红火火的更有喜庆氛围???乘坐一艘乌篷船悠悠穿梭于古镇的水道间两岸是热闹的市井生活穿行至中段河道变得狭窄更有水上市场的热闹感了这份宁静与喧嚣交织的美只有在安昌才能体会得到??注意一船限坐3人哦黄酒奶茶黄酒咖啡黄酒棒冰绍兴农家菜一定要饱腹一顿再离开安昌古镇绝对值得你踏上这场寻味之旅??景区交通??飞机萧山机场乘坐专线大巴到绍兴柯桥然后在柯桥换乘805/816路等或者直接打车前往古镇?30km??高铁绍兴北站乘坐818路公交车至华舍小学站再转乘816路至安华路环镇南路口站下车或者直接打车前往古镇?6km??自驾直接导航至安昌古镇1号停车场半小时内免费停车10元可停4小时每日最高收费40元??? ,10,"历史的沉淀,浓浓的年味儿,红灯笼,酱鸭,腊肉,食物的香气,幸福的味道,市集,手工制品,地道小吃,儿时记忆,糯米糕,软糯香甜,年味儿,水上婚礼,水乡风情,乌篷船,红红火火,喜庆氛围,水道,市井生活,水上市场,宁静与喧嚣交织,黄酒奶茶,黄酒咖啡,黄酒棒冰,绍兴农家菜,寻味之旅",,
